n,odd_prime_count,fine_grid,M_extrapolated,margin_extrapolated,fit_a_over_G,fit_b_over_G2,richardson_12,richardson_23,M_G262144,M_G524288,M_G1048576
112850000000,4624150165,1048576,0.9999994142842406,5.857157594491014e-07,0.17110717936884604,-2926.1322835286264,0.9999994355746551,0.9999994196068442,1.000000024425501,0.999999730000078,0.9999995748034611
112860000000,4624543034,1048576,0.9999998949926816,1.0500731839613309e-07,0.12289800914004445,6689.3798828125,0.9999998463210371,0.9999998828247705,1.00000046115467,1.0000001537378536,1.000000018281312
112870000000,4624935982,1048576,1.0000003268904267,-3.2689042672728874e-07,0.13177971483673892,8868.028605143249,1.0000002623670265,1.0000003107595767,1.0000009586369452,1.0000006105019859,1.0000004606307813
