model,trial,seed,worst_start,max_R,band,actual_weighted_mass,actual_intersections,count_j1,weighted_j1,count_j2,weighted_j2,count_j3,weighted_j3,count_j4,weighted_j4,count_j5,weighted_j5
uniform,51,14413751282253952044,884650,104.3389840778236,(n+1)^2<=d<=n^3,24.866666666666752,300,0,0.0,0,0.0,21,16.800000000000004,91,-54.60000000000009,188,62.666666666666835
uniform,51,14413751282253952044,884650,104.3389840778236,n^3<d<=n^4,3.666666666666667,11,0,0.0,0,0.0,0,0.0,0,0.0,11,3.666666666666667
uniform,51,14413751282253952044,884650,104.3389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,52,18430124290723235976,549289,104.60565074449026,d<=n,439.73333333334824,2263,940,940.0,819,-764.3999999999874,398,318.40000000000236,96,-57.600000000000094,10,3.3333333333333335
uniform,52,18430124290723235976,549289,104.60565074449026,n<d<=n^2,-46.86666666666969,2285,0,0.0,348,-324.8000000000009,690,552.0000000000028,739,-443.4000000000054,508,169.33333333333377
uniform,52,18430124290723235976,549289,104.60565074449026,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,52,18430124290723235976,549289,104.60565074449026,(n+1)^2<=d<=n^3,68.86666666666926,1027,0,0.0,0,0.0,74,59.19999999999992,330,-197.99999999999883,623,207.6666666666682
uniform,52,18430124290723235976,549289,104.60565074449026,n^3<d<=n^4,13.60000000000001,52,0,0.0,0,0.0,0,0.0,4,-2.4,48,16.00000000000001
uniform,52,18430124290723235976,549289,104.60565074449026,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,53,16657168272117680621,669096,94.3389840778236,d<=n,395.13333333334555,2083,924,924.0,787,-734.5333333333224,303,242.40000000000128,64,-38.40000000000005,5,1.6666666666666665
uniform,53,16657168272117680621,669096,94.3389840778236,n<d<=n^2,-17.733333333328666,1286,0,0.0,271,-252.933333333334,535,428.0000000000039,378,-226.79999999999856,102,33.999999999999964
uniform,53,16657168272117680621,669096,94.3389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,53,16657168272117680621,669096,94.3389840778236,(n+1)^2<=d<=n^3,10.400000000001796,937,0,0.0,0,0.0,63,50.39999999999995,355,-212.9999999999987,519,173.00000000000054
uniform,53,16657168272117680621,669096,94.3389840778236,n^3<d<=n^4,76.26666666666647,296,0,0.0,0,0.0,0,0.0,24,-14.399999999999995,272,90.66666666666646
uniform,53,16657168272117680621,669096,94.3389840778236,d>n^4,1.0,3,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0
uniform,54,1905261976061308272,141860,104.60565074449026,d<=n,397.93333333335016,2319,943,943.0,858,-800.7999999999853,388,310.40000000000225,105,-63.00000000000011,25,8.33333333333333
uniform,54,1905261976061308272,141860,104.60565074449026,n<d<=n^2,-65.00000000000256,2052,0,0.0,294,-274.4000000000007,663,530.4000000000041,735,-441.0000000000053,360,119.99999999999937
uniform,54,1905261976061308272,141860,104.60565074449026,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,54,1905261976061308272,141860,104.60565074449026,(n+1)^2<=d<=n^3,142.26666666666918,907,0,0.0,0,0.0,31,24.80000000000001,187,-112.19999999999965,689,229.66666666666882
uniform,54,1905261976061308272,141860,104.60565074449026,n^3<d<=n^4,0.1333333333333333,6,0,0.0,0,0.0,0,0.0,2,-1.2,4,1.3333333333333333
uniform,54,1905261976061308272,141860,104.60565074449026,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,55,17579865502794581295,863583,172.60565074449028,d<=n,408.00000000001324,2078,955,955.0,811,-756.9333333333211,283,226.40000000000106,28,-16.799999999999997,1,0.3333333333333333
uniform,55,17579865502794581295,863583,172.60565074449028,n<d<=n^2,-37.66666666666093,1430,0,0.0,318,-296.8000000000008,619,495.2000000000049,429,-257.39999999999833,64,21.333333333333325
uniform,55,17579865502794581295,863583,172.60565074449028,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,55,17579865502794581295,863583,172.60565074449028,(n+1)^2<=d<=n^3,33.333333333331495,1598,0,0.0,0,0.0,102,81.59999999999984,586,-351.6000000000019,910,303.33333333333354
uniform,55,17579865502794581295,863583,172.60565074449028,n^3<d<=n^4,139.66666666666634,433,0,0.0,0,0.0,0,0.0,5,-3.0,428,142.66666666666634
uniform,55,17579865502794581295,863583,172.60565074449028,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,56,16810219245519978699,797442,172.20565074449027,d<=n,425.6000000000169,2333,946,946.0,851,-794.2666666666523,420,336.0000000000026,108,-64.8000000000001,8,2.6666666666666665
uniform,56,16810219245519978699,797442,172.20565074449027,n<d<=n^2,4.799999999992565,2832,0,0.0,327,-305.20000000000084,709,567.200000000002,917,-550.2000000000094,879,293.0000000000008
uniform,56,16810219245519978699,797442,172.20565074449027,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,56,16810219245519978699,797442,172.20565074449027,(n+1)^2<=d<=n^3,112.06666666666867,871,0,0.0,0,0.0,40,32.000000000000014,211,-126.59999999999951,620,206.66666666666816
uniform,56,16810219245519978699,797442,172.20565074449027,n^3<d<=n^4,0.46666666666666656,7,0,0.0,0,0.0,0,0.0,2,-1.2,5,1.6666666666666665
uniform,56,16810219245519978699,797442,172.20565074449027,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,57,17727297950050456629,951920,74.47231741115694,d<=n,428.2000000000177,2314,972,972.0,872,-813.8666666666512,391,312.8000000000023,74,-44.40000000000006,5,1.6666666666666665
uniform,57,17727297950050456629,951920,74.47231741115694,n<d<=n^2,-56.266666666668286,2011,0,0.0,322,-300.53333333333416,671,536.8000000000037,677,-406.20000000000397,341,113.66666666666613
uniform,57,17727297950050456629,951920,74.47231741115694,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,57,17727297950050456629,951920,74.47231741115694,(n+1)^2<=d<=n^3,54.60000000000123,805,0,0.0,0,0.0,40,32.000000000000014,249,-149.3999999999993,516,172.0000000000005
uniform,57,17727297950050456629,951920,74.47231741115694,n^3<d<=n^4,18.666666666666657,70,0,0.0,0,0.0,0,0.0,5,-3.0,65,21.666666666666657
uniform,57,17727297950050456629,951920,74.47231741115694,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,58,12280759125770512069,757850,96.7389840778236,d<=n,415.46666666667795,2047,914,914.0,768,-716.7999999999901,311,248.80000000000138,52,-31.20000000000003,2,0.6666666666666666
uniform,58,12280759125770512069,757850,96.7389840778236,n<d<=n^2,-45.866666666666134,1698,0,0.0,227,-211.86666666666716,465,372.0000000000031,580,-348.00000000000176,426,141.99999999999966
uniform,58,12280759125770512069,757850,96.7389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,58,12280759125770512069,757850,96.7389840778236,(n+1)^2<=d<=n^3,96.86666666666656,593,0,0.0,0,0.0,20,16.000000000000004,118,-70.80000000000004,455,151.6666666666666
uniform,58,12280759125770512069,757850,96.7389840778236,n^3<d<=n^4,1.0,3,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0
uniform,58,12280759125770512069,757850,96.7389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,59,17274514349122069055,928460,89.60565074449026,d<=n,421.93333333334846,2211,945,945.0,829,-773.7333333333202,363,290.40000000000197,69,-41.400000000000055,5,1.6666666666666665
uniform,59,17274514349122069055,928460,89.60565074449026,n<d<=n^2,-43.53333333333302,2085,0,0.0,292,-272.53333333333404,572,457.60000000000434,681,-408.60000000000406,540,180.00000000000074
uniform,59,17274514349122069055,928460,89.60565074449026,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,59,17274514349122069055,928460,89.60565074449026,(n+1)^2<=d<=n^3,82.0666666666661,564,0,0.0,0,0.0,37,29.600000000000016,132,-79.19999999999996,395,131.66666666666603
uniform,59,17274514349122069055,928460,89.60565074449026,n^3<d<=n^4,-0.1333333333333333,8,0,0.0,0,0.0,0,0.0,3,-1.7999999999999998,5,1.6666666666666665
uniform,59,17274514349122069055,928460,89.60565074449026,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,60,9169926221389230890,479478,97.9389840778236,d<=n,424.5333333333431,2036,922,922.0,743,-693.466666666658,295,236.0000000000012,70,-42.00000000000006,6,1.9999999999999998
uniform,60,9169926221389230890,479478,97.9389840778236,n<d<=n^2,-43.46666666666276,1236,0,0.0,294,-274.4000000000007,492,393.60000000000343,335,-200.9999999999988,115,38.33333333333333
uniform,60,9169926221389230890,479478,97.9389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,60,9169926221389230890,479478,97.9389840778236,(n+1)^2<=d<=n^3,13.066666666668198,959,0,0.0,0,0.0,95,75.99999999999986,376,-225.59999999999857,488,162.6666666666669
uniform,60,9169926221389230890,479478,97.9389840778236,n^3<d<=n^4,72.86666666666638,325,0,0.0,0,0.0,0,0.0,38,-22.80000000000001,287,95.66666666666639
uniform,60,9169926221389230890,479478,97.9389840778236,d>n^4,1.6666666666666665,5,0,0.0,0,0.0,0,0.0,0,0.0,5,1.6666666666666665
uniform,61,12692306265315498601,550521,292.73898407782355,d<=n,436.40000000001544,2299,953,953.0,828,-772.7999999999869,401,320.8000000000024,111,-66.60000000000008,6,1.9999999999999998
uniform,61,12692306265315498601,550521,292.73898407782355,n<d<=n^2,32.59999999998831,3119,0,0.0,322,-300.53333333333416,654,523.2000000000045,969,-581.4000000000106,1174,391.33333333332854
uniform,61,12692306265315498601,550521,292.73898407782355,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,61,12692306265315498601,550521,292.73898407782355,(n+1)^2<=d<=n^3,185.53333333333413,1300,0,0.0,0,0.0,71,56.799999999999926,301,-180.599999999999,928,309.3333333333332
uniform,61,12692306265315498601,550521,292.73898407782355,n^3<d<=n^4,8.93333333333334,52,0,0.0,0,0.0,0,0.0,9,-5.3999999999999995,43,14.333333333333341
uniform,61,12692306265315498601,550521,292.73898407782355,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,62,912723564994218050,412406,97.40565074449027,d<=n,402.60000000001446,2177,928,928.0,819,-764.3999999999874,353,282.40000000000185,74,-44.40000000000006,3,1.0
uniform,62,912723564994218050,412406,97.40565074449027,n<d<=n^2,-40.933333333330296,1532,0,0.0,252,-235.20000000000059,538,430.40000000000396,518,-310.80000000000035,224,74.66666666666669
uniform,62,912723564994218050,412406,97.40565074449027,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,62,912723564994218050,412406,97.40565074449027,(n+1)^2<=d<=n^3,68.33333333333584,961,0,0.0,0,0.0,44,35.2,292,-175.19999999999905,625,208.33333333333488
uniform,62,912723564994218050,412406,97.40565074449027,n^3<d<=n^4,38.133333333333354,134,0,0.0,0,0.0,0,0.0,7,-4.2,127,42.33333333333336
uniform,62,912723564994218050,412406,97.40565074449027,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,63,7340599011895167585,38235,103.80565074449026,d<=n,421.80000000001445,2236,941,941.0,817,-762.5333333333208,370,296.00000000000205,95,-57.00000000000009,13,4.333333333333333
uniform,63,7340599011895167585,38235,103.80565074449026,n<d<=n^2,-40.533333333331356,1843,0,0.0,321,-299.6000000000008,626,500.80000000000496,579,-347.40000000000174,317,105.66666666666625
uniform,63,7340599011895167585,38235,103.80565074449026,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,63,7340599011895167585,38235,103.80565074449026,(n+1)^2<=d<=n^3,63.53333333333583,990,0,0.0,0,0.0,59,47.19999999999996,315,-188.99999999999892,616,205.3333333333348
uniform,63,7340599011895167585,38235,103.80565074449026,n^3<d<=n^4,29.73333333333329,106,0,0.0,0,0.0,0,0.0,6,-3.6,100,33.33333333333329
uniform,63,7340599011895167585,38235,103.80565074449026,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,64,16763647181811983526,856949,462.53898407782356,d<=n,422.4666666666855,2432,971,971.0,882,-823.199999999984,435,348.0000000000028,130,-77.99999999999997,14,4.666666666666666
uniform,64,16763647181811983526,856949,462.53898407782356,n<d<=n^2,10.533333333303972,3784,0,0.0,349,-325.73333333333426,817,653.5999999999971,1275,-765.0000000000175,1343,447.66666666665867
uniform,64,16763647181811983526,856949,462.53898407782356,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,64,16763647181811983526,856949,462.53898407782356,(n+1)^2<=d<=n^3,380.1999999999968,2143,0,0.0,0,0.0,42,33.60000000000001,379,-227.39999999999856,1722,573.9999999999953
uniform,64,16763647181811983526,856949,462.53898407782356,n^3<d<=n^4,20.06666666666666,63,0,0.0,0,0.0,0,0.0,1,-0.6,62,20.66666666666666
uniform,64,16763647181811983526,856949,462.53898407782356,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,65,11848539689456647535,114285,107.3389840778236,d<=n,394.4666666666842,2313,955,955.0,871,-812.9333333333179,385,308.0000000000022,96,-57.600000000000094,6,1.9999999999999998
uniform,65,11848539689456647535,114285,107.3389840778236,n<d<=n^2,-13.733333333332098,1892,0,0.0,291,-271.6000000000007,641,512.8000000000051,616,-369.6000000000026,344,114.66666666666612
uniform,65,11848539689456647535,114285,107.3389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,65,11848539689456647535,114285,107.3389840778236,(n+1)^2<=d<=n^3,73.46666666666931,982,0,0.0,0,0.0,48,38.39999999999999,296,-177.59999999999903,638,212.66666666666833
uniform,65,11848539689456647535,114285,107.3389840778236,n^3<d<=n^4,23.866666666666642,80,0,0.0,0,0.0,0,0.0,3,-1.7999999999999998,77,25.666666666666643
uniform,65,11848539689456647535,114285,107.3389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,66,14918573513556145926,237343,287.9389840778236,d<=n,421.0000000000124,2178,919,919.0,779,-727.0666666666561,362,289.60000000000196,107,-64.2000000000001,11,3.666666666666667
uniform,66,14918573513556145926,237343,287.9389840778236,n<d<=n^2,-11.533333333339442,2828,0,0.0,295,-275.33333333333405,640,512.0000000000051,942,-565.2000000000099,951,316.99999999999943
uniform,66,14918573513556145926,237343,287.9389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,66,14918573513556145926,237343,287.9389840778236,(n+1)^2<=d<=n^3,230.73333333333017,1521,0,0.0,0,0.0,52,41.59999999999998,322,-193.19999999999888,1147,382.33333333332905
uniform,66,14918573513556145926,237343,287.9389840778236,n^3<d<=n^4,18.133333333333322,74,0,0.0,0,0.0,0,0.0,7,-4.2,67,22.33333333333332
uniform,66,14918573513556145926,237343,287.9389840778236,d>n^4,0.3333333333333333,1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333
uniform,67,5745142070703483904,494348,59.338984077823596,d<=n,427.8000000000147,2211,955,955.0,823,-768.1333333333205,357,285.6000000000019,75,-45.000000000000064,1,0.3333333333333333
uniform,67,5745142070703483904,494348,59.338984077823596,n<d<=n^2,-55.26666666666446,1797,0,0.0,322,-300.53333333333416,622,497.6000000000049,575,-345.00000000000165,278,92.66666666666643
uniform,67,5745142070703483904,494348,59.338984077823596,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,67,5745142070703483904,494348,59.338984077823596,(n+1)^2<=d<=n^3,49.80000000000008,673,0,0.0,0,0.0,44,35.2,209,-125.39999999999952,420,139.9999999999996
uniform,67,5745142070703483904,494348,59.338984077823596,n^3<d<=n^4,7.733333333333331,26,0,0.0,0,0.0,0,0.0,1,-0.6,25,8.33333333333333
uniform,67,5745142070703483904,494348,59.338984077823596,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,68,6833221639398671370,756338,60.672317411156925,d<=n,439.8000000000168,2335,968,968.0,853,-796.1333333333189,407,325.60000000000247,100,-60.0000000000001,7,2.333333333333333
uniform,68,6833221639398671370,756338,60.672317411156925,n<d<=n^2,-30.733333333332638,2243,0,0.0,315,-294.0000000000008,603,482.4000000000047,708,-424.8000000000047,617,205.66666666666814
uniform,68,6833221639398671370,756338,60.672317411156925,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,68,6833221639398671370,756338,60.672317411156925,(n+1)^2<=d<=n^3,22.266666666666673,267,0,0.0,0,0.0,31,24.80000000000001,87,-52.20000000000008,149,49.66666666666674
uniform,68,6833221639398671370,756338,60.672317411156925,n^3<d<=n^4,0.06666666666666665,3,0,0.0,0,0.0,0,0.0,1,-0.6,2,0.6666666666666666
uniform,68,6833221639398671370,756338,60.672317411156925,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,69,15060255819091035987,190251,107.7389840778236,d<=n,426.0666666666802,2170,948,948.0,804,-750.3999999999882,341,272.8000000000017,75,-45.000000000000064,2,0.6666666666666666
uniform,69,15060255819091035987,190251,107.7389840778236,n<d<=n^2,-49.133333333330015,1616,0,0.0,299,-279.0666666666674,560,448.0000000000042,504,-302.40000000000003,253,84.33333333333321
uniform,69,15060255819091035987,190251,107.7389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,69,15060255819091035987,190251,107.7389840778236,(n+1)^2<=d<=n^3,46.80000000000169,916,0,0.0,0,0.0,68,54.399999999999935,311,-186.59999999999894,537,179.0000000000007
uniform,69,15060255819091035987,190251,107.7389840778236,n^3<d<=n^4,53.06666666666678,232,0,0.0,0,0.0,0,0.0,26,-15.599999999999994,206,68.66666666666677
uniform,69,15060255819091035987,190251,107.7389840778236,d>n^4,1.6666666666666665,5,0,0.0,0,0.0,0,0.0,0,0.0,5,1.6666666666666665
uniform,70,8732927878075605085,233998,103.3389840778236,d<=n,405.26666666668467,2371,960,960.0,873,-814.7999999999845,411,328.8000000000025,119,-71.40000000000003,8,2.6666666666666665
uniform,70,8732927878075605085,233998,103.3389840778236,n<d<=n^2,14.733333333331473,2406,0,0.0,308,-287.46666666666744,683,546.4000000000032,767,-460.200000000006,648,216.00000000000176
uniform,70,8732927878075605085,233998,103.3389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,70,8732927878075605085,233998,103.3389840778236,(n+1)^2<=d<=n^3,44.133333333334335,824,0,0.0,0,0.0,64,51.199999999999946,279,-167.39999999999912,481,160.3333333333335
uniform,70,8732927878075605085,233998,103.3389840778236,n^3<d<=n^4,9.933333333333344,55,0,0.0,0,0.0,0,0.0,9,-5.3999999999999995,46,15.333333333333343
uniform,70,8732927878075605085,233998,103.3389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,71,6033799109011135140,107091,177.00565074449025,d<=n,427.20000000001687,2271,969,969.0,861,-803.5999999999851,372,297.60000000000207,63,-37.80000000000005,6,1.9999999999999998
uniform,71,6033799109011135140,107091,177.00565074449025,n<d<=n^2,-69.4666666666696,2171,0,0.0,313,-292.1333333333341,666,532.8000000000039,758,-454.8000000000058,434,144.6666666666664
uniform,71,6033799109011135140,107091,177.00565074449025,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,71,6033799109011135140,107091,177.00565074449025,(n+1)^2<=d<=n^3,165.8666666666672,1339,0,0.0,0,0.0,57,45.599999999999966,329,-197.39999999999884,953,317.66666666666606
uniform,71,6033799109011135140,107091,177.00565074449025,n^3<d<=n^4,24.13333333333331,78,0,0.0,0,0.0,0,0.0,2,-1.2,76,25.33333333333331
uniform,71,6033799109011135140,107091,177.00565074449025,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,72,13904830441241163781,746423,59.7389840778236,d<=n,399.00000000001614,2290,940,940.0,845,-788.6666666666526,384,307.2000000000022,107,-64.2000000000001,14,4.666666666666666
uniform,72,13904830441241163781,746423,59.7389840778236,n<d<=n^2,-6.46666666666556,1874,0,0.0,261,-243.60000000000062,568,454.4000000000043,606,-363.60000000000235,439,146.33333333333312
uniform,72,13904830441241163781,746423,59.7389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,72,13904830441241163781,746423,59.7389840778236,(n+1)^2<=d<=n^3,36.599999999999795,387,0,0.0,0,0.0,22,17.600000000000005,110,-66.00000000000009,255,84.99999999999987
uniform,72,13904830441241163781,746423,59.7389840778236,n^3<d<=n^4,1.3333333333333333,4,0,0.0,0,0.0,0,0.0,0,0.0,4,1.3333333333333333
uniform,72,13904830441241163781,746423,59.7389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,73,5595438618765515791,74968,74.00565074449027,d<=n,398.53333333334797,2164,906,906.0,819,-764.3999999999874,371,296.80000000000206,67,-40.20000000000005,1,0.3333333333333333
uniform,73,5595438618765515791,74968,74.00565074449027,n<d<=n^2,-37.999999999999886,1771,0,0.0,233,-217.46666666666718,562,449.60000000000423,638,-382.8000000000031,338,112.66666666666615
uniform,73,5595438618765515791,74968,74.00565074449027,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,73,5595438618765515791,74968,74.00565074449027,(n+1)^2<=d<=n^3,77.20000000000144,807,0,0.0,0,0.0,31,24.80000000000001,221,-132.59999999999945,555,185.00000000000088
uniform,73,5595438618765515791,74968,74.00565074449027,n^3<d<=n^4,6.999999999999997,21,0,0.0,0,0.0,0,0.0,0,0.0,21,6.999999999999997
uniform,73,5595438618765515791,74968,74.00565074449027,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,74,12366644277280904214,965911,111.27231741115693,d<=n,382.0666666666813,2190,897,897.0,819,-764.3999999999874,370,296.00000000000205,87,-52.20000000000008,17,5.666666666666665
uniform,74,12366644277280904214,965911,111.27231741115693,n<d<=n^2,-33.06666666666831,2123,0,0.0,230,-214.66666666666717,597,477.6000000000046,780,-468.0000000000063,516,172.0000000000005
uniform,74,12366644277280904214,965911,111.27231741115693,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,74,12366644277280904214,965911,111.27231741115693,(n+1)^2<=d<=n^3,132.66666666666808,755,0,0.0,0,0.0,15,12.000000000000002,135,-80.99999999999994,605,201.66666666666802
uniform,74,12366644277280904214,965911,111.27231741115693,n^3<d<=n^4,0.3333333333333333,1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333
uniform,74,12366644277280904214,965911,111.27231741115693,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,75,8815263277912166396,179909,98.47231741115694,d<=n,401.6000000000133,2115,945,945.0,808,-754.1333333333213,305,244.0000000000013,56,-33.60000000000004,1,0.3333333333333333
uniform,75,8815263277912166396,179909,98.47231741115694,n<d<=n^2,-24.93333333332906,1659,0,0.0,317,-295.86666666666747,632,505.600000000005,505,-303.00000000000006,205,68.33333333333344
uniform,75,8815263277912166396,179909,98.47231741115694,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,75,8815263277912166396,179909,98.47231741115694,(n+1)^2<=d<=n^3,48.60000000000261,1018,0,0.0,0,0.0,63,50.39999999999995,343,-205.79999999999876,612,204.00000000000142
uniform,75,8815263277912166396,179909,98.47231741115694,n^3<d<=n^4,43.26666666666676,169,0,0.0,0,0.0,0,0.0,14,-8.399999999999999,155,51.66666666666676
uniform,75,8815263277912166396,179909,98.47231741115694,d>n^4,0.6666666666666666,2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6666666666666666
uniform,76,10448014934585914817,257308,102.67231741115694,d<=n,406.0000000000175,2486,942,942.0,849,-792.3999999999858,443,354.4000000000029,195,-116.9999999999996,57,19.0
uniform,76,10448014934585914817,257308,102.67231741115694,n<d<=n^2,31.13333333333466,2312,0,0.0,274,-255.733333333334,545,436.00000000000404,693,-415.80000000000433,800,266.66666666666896
uniform,76,10448014934585914817,257308,102.67231741115694,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,76,10448014934585914817,257308,102.67231741115694,(n+1)^2<=d<=n^3,36.06666666666669,356,0,0.0,0,0.0,41,32.80000000000001,109,-65.40000000000009,206,68.66666666666677
uniform,76,10448014934585914817,257308,102.67231741115694,n^3<d<=n^4,0.19999999999999996,9,0,0.0,0,0.0,0,0.0,3,-1.7999999999999998,6,1.9999999999999998
uniform,76,10448014934585914817,257308,102.67231741115694,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,77,8241117507303512693,323519,105.9389840778236,d<=n,416.0000000000171,2359,942,942.0,853,-796.1333333333189,428,342.4000000000027,126,-75.6,10,3.3333333333333335
uniform,77,8241117507303512693,323519,105.9389840778236,n<d<=n^2,-3.3999999999992383,2256,0,0.0,274,-255.733333333334,573,458.40000000000435,724,-434.40000000000504,685,228.33333333333545
uniform,77,8241117507303512693,323519,105.9389840778236,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,77,8241117507303512693,323519,105.9389840778236,(n+1)^2<=d<=n^3,60.933333333332854,530,0,0.0,0,0.0,36,28.800000000000015,142,-85.1999999999999,352,117.33333333333275
uniform,77,8241117507303512693,323519,105.9389840778236,n^3<d<=n^4,3.133333333333333,15,0,0.0,0,0.0,0,0.0,2,-1.2,13,4.333333333333333
uniform,77,8241117507303512693,323519,105.9389840778236,d>n^4,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,78,9081345859371628542,876486,180.20565074449027,d<=n,419.0000000000122,2061,945,945.0,790,-737.3333333333222,290,232.00000000000114,35,-21.000000000000007,1,0.3333333333333333
uniform,78,9081345859371628542,876486,180.20565074449027,n<d<=n^2,-45.133333333329375,1620,0,0.0,312,-291.2000000000008,629,503.200000000005,518,-310.80000000000035,161,53.66666666666677
uniform,78,9081345859371628542,876486,180.20565074449027,n^2<d<(n+1)^2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
uniform,78,9081345859371628542,876486,180.20565074449027,(n+1)^2<=d<=n^3,72.53333333333529,1409,0,0.0,0,0.0,89,71.19999999999987,470,-281.99999999999926,850,283.3333333333347
uniform,78,9081345859371628542,876486,180.20565074449027,n^3<d<=n^4,103.5333333333326,417,0,0.0,0,0.0,0,0.0,38,-22.80000000000001,379,126.33333333333262
uniform,78,9081345859371628542,876486,180.20565074449027,d>n^4,1.0,3,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0
