n,shell_lo,shell_hi,first_odd,odd_positions,odd_prime_rows,max_depth,exact_covered,exact_holes,S1,S2,S3,S4,S5,S6,S7,S8,S9,L53_numerator_over15,L53_ratio,L53_margin,L72,L72_ratio,L72_margin,L92,L92_ratio,L92_margin,prime_seconds,mark_seconds,hist_seconds,total_seconds
10000000,100000000000000,100000020000001,100000000000001,10000000,664578,10,9379021,620979,25414679,31280512,24442762,12662567,4257031,899344,115171,8545,353,143928213/15,0.95952142,0.04047858,9387220,0.9387219999999999,0.061278,9379028,0.9379028,0.0620972,0.003278594,0.067535186,0.003022395,0.07902376699999999
