window,q_band,weighted_R_total,R_j1,R_j2,R_j3,R_j4,R_j5,weighted_R_j1,weighted_R_j2,weighted_R_j3,weighted_R_j4,weighted_R_j5
worst_failing_L_minus_1,10,0.6184402345288744,-2.264054094483635,-7.184451518576329,-7.576721991508718,-5.128809146694289,-2.51670494940499,-2.264054094483635,6.705488084004574,-6.0613775932069744,3.077285488016573,-0.8389016498016633
worst_failing_L_minus_1,11,-0.41317941644609213,0.044314947274815,2.517864279110615,3.190870423852332,0.4102402623206327,-1.2421196547214581,0.044314947274815,-2.3500066605032406,2.5526963390818658,-0.2461441573923796,-0.4140398849071527
worst_failing_L_minus_1,12,-0.2608429120978841,-0.7858266979926931,-0.0891104253241215,3.6270804635355036,5.721086437028329,2.91840464094267,-0.7858266979926931,0.0831697303025134,2.901664370828403,-3.4326518622169973,0.9728015469808899
worst_failing_L_minus_1,13,1.7640043618989802,2.4324482385976687,2.4056063912675913,3.1648711220423627,1.0965322951832506,-0.8915662961186315,2.4324482385976687,-2.2452326318497517,2.5318968976338905,-0.6579193771099503,-0.29718876537287714
worst_failing_L_minus_1,14,-0.3531010721803681,-0.42359279540795436,0.7347856048351771,1.5257826885991292,0.3505345936064046,-0.762041320925128,-0.42359279540795436,-0.6857998978461652,1.2206261508793035,-0.21032075616384274,-0.2540137736417093
worst_failing_L_minus_1,15,-0.3315240544580499,0.7645549996273626,0.15688722720413661,-3.0202728638343963,-3.336074270062169,-1.6052317389940065,0.7645549996273626,-0.14642807872386085,-2.4162182910675174,2.0016445620373013,-0.5350772463313355
worst_failing_L_minus_1,16,-0.18323672832584936,-1.1042088880832042,-3.5470803313745254,-4.700214555313832,-3.1139998763597863,-1.4935932932710245,-1.1042088880832042,3.3106083092828906,-3.760171644251066,1.8683999258158717,-0.4978644310903415
worst_failing_L_minus_1,17,-0.11938245387622504,0.8771661660596388,0.4241774853760667,-1.7169864632483467,-2.1159307559604095,-1.4898567496873096,0.8771661660596388,-0.3958989863509956,-1.3735891705986774,1.2695584535762456,-0.4966189165624365
worst_failing_L_minus_1,18,0.7736030096512668,1.1026400262955625,-1.0800277361299422,-3.1949217987601743,-2.763298294736624,-1.317313324598228,1.1026400262955625,1.0080258870546128,-2.5559374390081397,1.6579789768419742,-0.43910444153274264
worst_failing_L_minus_1,19,-0.1524069597127723,1.1680317327290557,3.0693485864267918,1.9684705263884261,-0.6487398277797003,-1.2592009886661504,1.1680317327290557,-2.8647253473316723,1.574776421110741,0.38924389666782017,-0.4197336628887168
worst_failing_L_minus_1,20,-0.2154581708552198,-1.7978247014161448,-3.8490261274287265,-3.938458156456281,-2.5810020038026313,-1.2236775964673205,-1.7978247014161448,3.592424385600145,-3.150766525165025,1.5486012022815787,-0.4078925321557735
worst_failing_L_minus_1,21-50,0.16892696728208167,8.607138874531351,25.01483669153066,33.02867823014316,18.267624648638837,-1.6601963702556368,8.607138874531351,-23.347180912095283,26.422942584114526,-10.960574789183301,-0.5533987900852122
worst_failing_L_minus_1,51-100,3.843244029348422,7.363167143114062,5.241327761015775,4.540920913220056,1.3405665178398891,-4.369242070069083,7.363167143114062,-4.89190591028139,3.632736730576045,-0.8043399107039334,-1.456414023356361
worst_failing_L_minus_1,101-200,2.6939742691296007,2.749143435176009,-11.786432957032432,-23.068522726726528,-18.572534338262425,-11.233627042558727,2.749143435176009,11.000670759896936,-18.454818181381224,11.143520602957455,-3.7445423475195754
worst_failing_L_minus_1,201-500,0.5939839253202379,-9.124726834794494,-27.535940416203573,-33.895515130370484,-25.933309630485212,-13.275221907010035,-9.124726834794494,25.700211055123336,-27.116412104296387,15.559985778291127,-4.4250739690033445
worst_failing_L_minus_1,501-1000,-0.6551880441587281,6.586728218623712,0.48073530842234646,-18.734138925315364,-18.420802779331474,-8.575201506804534,6.586728218623712,-0.4486862878608567,-14.987311140252292,11.052481667598885,-2.8584005022681778
worst_failing_L_minus_1,1001-2000,1.358803527566997,-3.5345239912033932,-16.1004542882104,-19.62262092046832,-12.52731807524578,-5.85617177699638,-3.5345239912033932,15.027090668996374,-15.698096736374659,7.516390845147468,-1.9520572589987932
worst_failing_L_minus_1,2001-5000,1.1588177925347471,-1.5934363849379736,-8.614875655295393,-16.885828535914655,-17.99113226181331,-7.722938887477718,-1.5934363849379736,8.040550611609033,-13.508662828731724,10.794679357087984,-2.5743129624925727
worst_failing_L_minus_1,5001-10000,2.810912834925166,-5.024580813083098,-9.252774366150192,-2.013265808917822,-2.7127983291972555,-2.452486332348032,-5.024580813083098,8.63592274174018,-1.610612647134258,1.6276789975183532,-0.8174954441160107
worst_failing_L_minus_1,10001-20000,7.774529947112072,0.943433227100904,8.558996229329779,37.135243638894664,81.88698561171111,102.73046896988967,0.943433227100904,-7.988396480707793,29.708194911115733,-49.132191367026664,34.24348965662989
worst_failing_L_minus_1,20001-50000,0.7199980778942097,-0.40581820726747253,4.141025697310411,21.955087762509848,32.487668886538316,20.75791417369952,-0.40581820726747253,-3.864957317489717,17.56407021000788,-19.492601331922987,6.919304724566506
worst_failing_L_minus_1,50001-100000,2.573337086030599,0.07796228539262984,-2.881991073941549,1.3395118813075477,2.0073579671102895,-0.18503477946202404,0.07796228539262984,2.689858335678779,1.0716095050460381,-1.2044147802661735,-0.06167825982067468
worst_failing_L_minus_1,100001-200000,1.1809523809523674,0.2857142857142776,-0.7142857142857082,0.28571428571428603,0.0,0.0,0.2857142857142776,0.666666666666661,0.22857142857142884,-0.0,0.0
worst_failing_L_minus_1,200001-500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
median_passing,1,-1.9502615198251458,-6.09591719800007,-18.45910630650399,-35.01044655992169,-36.65488261886919,-21.20224759383887,-6.09591719800007,17.228499219403723,-28.008357247937354,21.99292957132151,-7.067415864612956
median_passing,2,-0.5279084909883838,0.7459124673669013,5.5673251126193755,5.253070391321749,-2.8409462608159934,-5.954024768372591,0.7459124673669013,-5.196170105111417,4.202456313057399,1.704567756489596,-1.9846749227908635
median_passing,3,1.0462837770500741,1.063106020863847,6.50625858842254,14.405806545388348,8.962350102770312,-0.2746482078036845,1.063106020863847,-6.072508015861037,11.524645236310679,-5.377410061662187,-0.09154940260122815
median_passing,4,-1.0118964330897446,2.9147375406563603,8.897520062273593,4.418559588963014,-4.351065187190564,-5.3033060973265,2.9147375406563603,-8.30435205812202,3.534847671170411,2.610639112314338,-1.7677686991088333
median_passing,5,3.2546039189808376,5.0983201940551774,3.6854297918776506,-0.4225219945321772,-6.046414576386564,-5.081438858584187,5.0983201940551774,-3.4397344724191408,-0.3380175956257418,3.627848745831938,-1.6938129528613957
median_passing,6,0.28996062600488814,-0.9969492554862223,-4.203795425233732,-7.05489198347005,-7.33716033558906,-4.185045389913306,-0.9969492554862223,3.923542396884817,-5.643913586776041,4.402296201353436,-1.3950151299711018
median_passing,7,0.6193703939668808,2.561768034727705,5.1024712397220355,4.41273807600208,-0.2764874219200433,-2.6285221929218436,2.561768034727705,-4.762306490407234,3.5301904608016645,0.16589245315202597,-0.8761740643072812
median_passing,8,-0.45833513207401944,-1.9449346362457214,-1.7551532329877446,-0.316424739526159,-1.3673340573580903,-2.15641246823236,-1.9449346362457214,1.6381430174552283,-0.2531397916209272,0.8204004344148542,-0.7188041560774533
median_passing,9,-0.2780653061439875,1.470091908582376,3.1996748191125812,0.7384373949767706,-2.6181226779874534,-2.7702527189855295,1.470091908582376,-2.9863631645050757,0.5907499159814166,1.570873606792472,-0.9234175729951765
median_passing,10,-0.4492047905107964,0.7275765360433324,0.7971268108632241,-2.5961494837946377,-4.141959939378121,-2.5231580390188446,0.7275765360433324,-0.7439850234723425,-2.0769195870357104,2.4851759636268724,-0.8410526796729482
median_passing,11,0.785932089323699,2.0367362676524414,2.5012434182878183,2.1734111172468156,0.39847164760863407,-1.2478686794771527,2.0367362676524414,-2.3344938570686304,1.7387288937974525,-0.23908298856518043,-0.41595622649238423
median_passing,12,-0.2616826802485678,1.2070301566278383,3.8952764710212007,2.6107396442112307,-1.2898851362100574,-2.0869327830549134,1.2070301566278383,-3.6355913729531206,2.0885917153689846,0.7739310817260344,-0.6956442610183045
median_passing,13,-0.3034383619593929,0.42586477254279576,4.391261792270843,6.149909253124522,2.0865234036324343,-0.8964164661086775,0.42586477254279576,-4.098511006119454,4.919927402499618,-1.2519140421794606,-0.2988054887028925
median_passing,14,-0.35383551937398594,0.5701928640910023,3.7212850551039844,4.511746233954516,1.3411769900002688,-0.7665593755941633,0.5701928640910023,-3.473199384763719,3.609396987163613,-0.8047061940001613,-0.25551979186472107
median_passing,15,-0.3322031759652052,-0.24117691062999969,1.1444689893251745,1.9668546416429509,0.655371693347929,-0.6093477178119389,-0.24117691062999969,-1.068171056703496,1.5734837133143609,-0.39322301600875736,-0.20311590593731293
median_passing,16,0.8161224937382747,1.8903957045114543,2.4412604882886164,1.2877336124930574,-1.121984491427376,-1.4974230196640272,1.8903957045114543,-2.2785097890693753,1.030186889994446,0.6731906948564256,-0.49914100655467575
median_passing,17,0.7466362235924667,-1.1282769976171312,-4.587555392866558,-4.729081300333601,-3.1239203220013363,-1.4936768951993291,-1.1282769976171312,4.281718366675454,-3.7832650402668815,1.8743521932008016,-0.49789229839977633
median_passing,18,-0.22697749545219298,1.0977750007219622,2.9095106542902407,2.794321991499416,1.2296163250204626,-0.32069105107155726,1.0977750007219622,-2.715543277337558,2.235457593199533,-0.7377697950122776,-0.10689701702385242
median_passing,19,1.8470313130400997,1.1633343781975922,-2.9407300069413447,-4.041866728672118,-2.6555314683637503,-1.2624297091499084,1.1633343781975922,2.7446813398119216,-3.2334933829376946,1.5933188810182501,-0.42080990304996946
median_passing,20,-0.21601062770356388,-0.8024345083428528,-0.8588954251913679,-0.9485567671138591,-1.5876199576585313,-1.2268152313300575,-0.8024345083428528,0.80163573017861,-0.7588454136910873,0.9525719745951187,-0.4089384104433525
median_passing,21-50,2.6250866090785205,17.521516153696844,33.83538755484251,34.84926458457964,22.152926250302002,6.286828767256516,17.521516153696844,-31.579695051186345,27.879411667663717,-13.291755750181201,2.0956095890855053
median_passing,51-100,1.5007908089108772,7.292303469122082,20.098356806556822,27.403846351459002,20.256824380706092,9.593913719494843,7.292303469122082,-18.758466352786368,21.923077081167204,-12.154094628423655,3.197971239831614
median_passing,101-200,-3.3832206686418647,-7.328422863708131,3.0628325994880257,17.79284003551266,13.346510445485656,1.73244058040906,-7.328422863708131,-2.8586437595221574,14.23427202841013,-8.007906267291393,0.5774801934696866
median_passing,201-500,-2.689279363760077,-3.237867160011909,-4.745006930091279,-4.077298502499616,6.966861370462205,10.68561085733096,-3.237867160011909,4.42867313475186,-3.261838801999693,-4.180116822277323,3.561870285776987
median_passing,501-1000,2.5964653198305596,-3.506639144918317,-23.682134601043245,-32.86679056358542,-22.488548427483604,-9.599753305539931,-3.506639144918317,22.103325627640363,-26.293432450868337,13.493129056490162,-3.19991776851331
median_passing,1001-2000,-1.0590798821913379,0.3641054344602068,4.732621470024938,1.250141589992019,-6.5876445318489765,-5.876315807193809,0.3641054344602068,-4.417113372023276,1.0001132719936152,3.9525867191093855,-1.9587719357312694
median_passing,2001-5000,-3.8040228456040532,-3.7411118628480864,3.1604708173833416,11.958053955018912,12.942223809310239,3.2572587051184927,-3.7411118628480864,-2.949772762891119,9.56644316401513,-7.7653342855861425,1.0857529017061642
median_passing,5001-10000,3.9769237225361107,1.8292023130372144,-3.4534225055505914,-2.136376746889404,-0.7582157608105788,0.5360970360305624,1.8292023130372144,3.2231943385138853,-1.7091013975115232,0.4549294564863473,0.17869901201018745
