n,shell_lo,shell_hi,first_odd,odd_positions,odd_prime_rows,max_depth,exact_covered,exact_holes,S1,S2,S3,S4,S5,S6,S7,S8,S9,L53_numerator_over15,L53_ratio,L53_margin,L72,L72_ratio,L72_margin,L92,L92_ratio,L92_margin,prime_seconds,mark_seconds,hist_seconds,total_seconds
100000000,10000000000000000,10000000200000001,10000000000000001,100000000,5761454,11,94570956,5429044,267496283,347624733,288150328,160978500,60203720,14800929,2344560,233295,13976,1455714019/15,0.9704760126666667,0.02952398733333333,94790729,0.94790729,0.05209271,94571410,0.9457141,0.0542859,0.030645451,2.165384061,0.01907197,2.312303927
