n,cutoff,M_extrapolated,margin_1_minus_M,fit_a_over_G,fit_b_over_G2,richardson_12,richardson_23,seconds,grid_1,M_grid_1,grid_2,M_grid_2,grid_3,M_grid_3,E1_extrapolated,E2_extrapolated,E3_extrapolated,E4_extrapolated,E5_extrapolated,E6_extrapolated,E7_extrapolated,E8_extrapolated,E9_extrapolated,iteration,role
32256000768691278954102784,200000000,1.0000000198900196,-1.9890019631318978e-08,0.2695318470650818,5885.1330490112305,0.9999993347703617,0.9999998486101052,9.457731200032867,65536,1.0000055028589354,131072,1.0000024188146486,262144,1.0000011337123769,3.8345484570175117,7.250757224587156,8.945059816580873,7.950130830226926,5.322272211702446,2.7520586666100555,1.1189138744820784,0.3629189619633871,0.09507134349463586,3,hi
32255671826610227729399808,200000000,0.9999999730088966,2.6991103352358436e-08,0.2760294787876772,5602.698819478363,0.9999993207689104,0.9999998099489,9.505447300034575,65536,1.0000054893644608,131072,1.0000024050666856,262144,1.0000011075077928,3.834548283393942,7.250756558819178,8.94505854751737,7.950129127355774,5.322270414467743,2.752057168674378,1.1189129050343958,0.3629184766674555,0.09507115411223123,3,mid
31000000000000000000000000,400000000,0.9999379164583432,6.208354165682106e-05,0.5895720062835607,-15626.969159444168,0.999939735676987,0.9999383712630041,11.75295080000069,65536,0.9999432741759364,131072,0.9999415049264617,262144,0.9999399380947329,3.8338719898023035,7.248163507074807,8.940156012707634,7.944088120358342,5.3169174261007095,2.7484919189358474,1.1170825588535138,0.3621809328374207,0.09483440820059796,0,lo
33500000000000000000000000,400000000,1.0000582617246225,-5.826172462253254e-05,0.223668369319057,6620.120669047043,1.0000574910411444,1.000058069053753,11.458116199995857,65536,1.0000632160000464,131072,1.0000603535205954,262144,1.0000592112871742,3.835192471600515,7.253226937090098,8.949729943900357,7.955885054332702,5.327368270670327,2.7554484791913807,1.1206502104970248,0.36361611339486,0.09529394906544099,0,hi
32289696378931690753490944,400000000,1.0000018273792686,-1.8273792685707946e-06,0.21032515855040393,8507.76043192546,1.0000008369456,1.0000015797708515,11.35203750000801,65536,1.000007017553835,131072,1.0000039272497174,262144,1.0000027535102844,3.8345661906055657,7.250825225047104,8.945188446965444,7.950290468994602,5.322415985644778,2.7521567208443396,1.1189656264389762,0.3629404092744027,0.09507840188495399,0,mid
31000000000000000000000000,400000000,0.9999379164583432,6.208354165682106e-05,0.5895720062835607,-15626.969159444168,0.999939735676987,0.9999383712630041,11.75295080000069,65536,0.9999432741759364,131072,0.9999415049264617,262144,0.9999399380947329,3.8338719898023035,7.248163507074807,8.940156012707634,7.944088120358342,5.3169174261007095,2.7484919189358474,1.1170825588535138,0.3621809328374207,0.09483440820059796,1,lo
32289696378931690753490944,400000000,1.0000018273792686,-1.8273792685707946e-06,0.21032515855040393,8507.76043192546,1.0000008369456,1.0000015797708515,11.35203750000801,65536,1.000007017553835,131072,1.0000039272497174,262144,1.0000027535102844,3.8345661906055657,7.250825225047104,8.945188446965444,7.950290468994602,5.322415985644778,2.7521567208443396,1.1189656264389762,0.3629404092744027,0.09507840188495399,1,hi
32252820608852238394195968,400000000,0.9999998242988117,1.7570118826526482e-07,0.2802350456477143,5402.913955688477,0.9999991953168448,0.99999966705332,11.430449299979955,65536,1.000005358310195,131072,1.00000227681352,262144,1.00000097193342,3.8345467361421095,7.250750625808518,8.945047326755942,7.95011527247939,5.322258079270438,2.7520488909214977,1.1189086130346897,0.36291672691406746,0.09507058521910584,1,mid
32252820608852238394195968,400000000,0.9999998242988117,1.7570118826526482e-07,0.2802350456477143,5402.913955688477,0.9999991953168448,0.99999966705332,11.430449299979955,65536,1.000005358310195,131072,1.00000227681352,262144,1.00000097193342,3.8345467361421095,7.250750625808518,8.945047326755942,7.95011527247939,5.322258079270438,2.7520488909214977,1.1189086130346897,0.36291672691406746,0.09507058521910584,2,lo
32289696378931690753490944,400000000,1.0000018273792686,-1.8273792685707946e-06,0.21032515855040393,8507.76043192546,1.0000008369456,1.0000015797708515,11.35203750000801,65536,1.000007017553835,131072,1.0000039272497174,262144,1.0000027535102844,3.8345661906055657,7.250825225047104,8.945188446965444,7.950290468994602,5.322415985644778,2.7521567208443396,1.1189656264389762,0.3629404092744027,0.09507840188495399,2,hi
32256055185176442458603520,400000000,1.0000000196411094,-1.9641109405554857e-08,0.2695560500724241,5886.44841003418,0.9999993343683233,0.9999998483229129,11.466338699974585,65536,1.0000055032855901,131072,1.0000024188269567,262144,1.0000011335749348,3.834548443504823,7.250757172772099,8.945059720116006,7.950130719545087,5.3222721273597084,2.7520586227727666,1.1189138591013932,0.3629189586644053,0.09507134331353738,2,mid
32252820608852238394195968,400000000,0.9999998242988117,1.7570118826526482e-07,0.2802350456477143,5402.913955688477,0.9999991953168448,0.99999966705332,11.430449299979955,65536,1.000005358310195,131072,1.00000227681352,262144,1.00000097193342,3.8345467361421095,7.250750625808518,8.945047326755942,7.95011527247939,5.322258079270438,2.7520488909214977,1.1189086130346897,0.36291672691406746,0.09507058521910584,3,lo
32256055185176442458603520,400000000,1.0000000196411094,-1.9641109405554857e-08,0.2695560500724241,5886.44841003418,0.9999993343683233,0.9999998483229129,11.466338699974585,65536,1.0000055032855901,131072,1.0000024188269567,262144,1.0000011335749348,3.834548443504823,7.250757172772099,8.945059720116006,7.950130719545087,5.3222721273597084,2.7520586227727666,1.1189138591013932,0.3629189586644053,0.09507134331353738,3,hi
32255729957777043215089664,400000000,0.9999999724219069,2.7578093142466287e-08,0.2762329613906331,5591.117563883468,0.9999993215301564,0.9999998096989693,15.38126450002892,65536,1.000005489185898,131072,1.0000024053580272,262144,1.0000011075284982,3.8345482718422668,7.250756514523726,8.945058464822209,7.950129030396264,5.322270336307806,2.7520571231917486,1.1189128852429118,0.3629184700309791,0.09507115234943211,3,mid
