n,X_exclusive,odd_prime_count,grid,E1_geom,E2_geom,E3_geom,E4_geom,E5_geom,e1_unrestricted,e2_unrestricted,e3_unrestricted,e4_unrestricted,e5_unrestricted,M53_geom,M53_unrestricted,geom_margin_1_minus_M,unrestricted_margin_1_minus_M,removed_high_product_mass,sieve_seconds,fft_seconds,total_seconds
10000000000,100000000020000000001,455052510,262144,2.8981153422405033,4.098412558446447,3.7009010273696545,2.281581418063739,0.9711005392071815,2.8981153422405033,4.098412558446447,3.7804328676089187,2.5642404640987277,1.3666663777448091,0.9884024384836937,1.0142877625666542,0.01159756151630631,-0.014287762566654205,0.025885324082960515,100.46421850001207,1.951846599986311,102.41614180000033
