n,exact_holes,max_depth,K3_r3_ratio,K3_r3_margin,K3_bonf_ratio,K3_bonf_margin,K3_best_r,K3_best_ratio,K3_best_margin,K5_r3_ratio,K5_r3_margin,K5_bonf_ratio,K5_bonf_margin,K5_best_r,K5_best_ratio,K5_best_margin,K7_r3_ratio,K7_r3_margin,K7_bonf_ratio,K7_bonf_margin,K7_best_r,K7_best_ratio,K7_best_margin,K9_r3_ratio,K9_r3_margin,K9_bonf_ratio,K9_bonf_margin,K9_best_r,K9_best_ratio,K9_best_margin,K11_r3_ratio,K11_r3_margin,K11_bonf_ratio,K11_bonf_margin,K11_best_r,K11_best_ratio,K11_best_margin
111836,9649,7,1.03734039129,-4176,1.42713437534,-47769,3,1.03734039129,-4176,0.932368825781,7563.6,0.932347365786,7566,2,0.932347365786,7566,0.92350246279,8555.17857143,0.913721878465,9649,2,0.913721878465,9649,0.919807575378,8968.4,0.913721878465,9649,2,0.913721878465,9649,0.917871217269,9184.95454545,0.913721878465,9649,2,0.913721878465,9649
111837,9712,8,1.03641907419,-4073,1.42580720155,-47621,3,1.03641907419,-4073,0.931825782165,7624.4,0.932258554861,7576,3,0.931825782165,7624.4,0.92289863181,8622.78571429,0.913212979604,9706,2,0.913212979604,9706,0.919219340051,9034.26666667,0.913159330096,9712,2,0.913159330096,9712,0.917291155066,9249.90909091,0.913159330096,9712,2,0.913159330096,9712
111838,9608,8,1.03769142271,-4215.33333333,1.4267601352,-47728,3,1.03769142271,-4215.33333333,0.932795054752,7516.06666667,0.932572113235,7541,2,0.932572113235,7541,0.923892786249,8511.67857143,0.914107906078,9606,2,0.914107906078,9606,0.920189520159,8925.84444444,0.914090023069,9608,2,0.914090023069,9608,0.918248771085,9142.89393939,0.914090023069,9608,2,0.914090023069,9608
111839,9656,8,1.03662109521,-4095.66666667,1.42628242384,-47675,3,1.03662109521,-4095.66666667,0.932274072551,7574.4,0.932992963099,7494,3,0.932274072551,7574.4,0.923366880707,8570.57142857,0.913679485689,9654,2,0.913679485689,9654,0.919700442402,8980.62222222,0.91366160284,9656,2,0.91366160284,9656,0.91777899345,9195.51515152,0.91366160284,9656,2,0.91366160284,9656
111841,9496,8,1.03859496964,-4316.5,1.42877835499,-47955,3,1.03859496964,-4316.5,0.933778608322,7406.26666667,0.93346804839,7441,2,0.93346804839,7441,0.924881879505,8401.28571429,0.915111631691,9494,2,0.915111631691,9494,0.921184141375,8814.84444444,0.915093749162,9496,2,0.915093749162,9496,0.919246289307,9031.57575758,0.915093749162,9496,2,0.915093749162,9496
111842,9535,8,1.03798215339,-4248,1.42787146153,-47854,3,1.03798215339,-4248,0.933369694152,7452.06666667,0.933969349618,7385,3,0.933369694152,7452.06666667,0.924467424709,8447.71428571,0.914781566853,9531,2,0.914781566853,9531,0.920794811728,8858.46666667,0.914745802114,9535,2,0.914745802114,9535,0.918870126851,9073.72727273,0.914745802114,9535,2,0.914745802114,9535
111846,9539,8,1.03737579648,-4180.33333333,1.42482520609,-47515,3,1.03737579648,-4180.33333333,0.933348830833,7454.66666667,0.933283264489,7462,2,0.933283264489,7462,0.924450009069,8449.96428571,0.914730969369,9537,2,0.914730969369,9537,0.920771616528,8861.37777778,0.914713087638,9539,2,0.914713087638,9539,0.918843902791,9076.98484848,0.914713087638,9539,2,0.914713087638,9539
111847,9633,8,1.03725029132,-4166.33333333,1.42862124152,-47940,3,1.03725029132,-4166.33333333,0.932436870606,7556.73333333,0.932577538959,7541,3,0.932436870606,7556.73333333,0.923594604364,8545.71428571,0.913891297934,9631,2,0.913891297934,9631,0.919922155564,8956.46666667,0.913873416363,9633,2,0.913873416363,9633,0.917997556727,9171.72727273,0.913873416363,9633,2,0.913873416363,9633
111848,9701,8,1.03672245667,-4107.33333333,1.42491595737,-47526,3,1.03672245667,-4107.33333333,0.931966001478,7609.46666667,0.93188970746,7618,2,0.93188970746,7618,0.923064273453,8605.10714286,0.91328409985,9699,2,0.91328409985,9699,0.919362786003,9019.11111111,0.913266218439,9701,2,0.913266218439,9701,0.917422969051,9236.07575758,0.913266218439,9701,2,0.913266218439,9701
111849,9558,8,1.03748953202,-4193.16666667,1.42741553344,-47806,3,1.03748953202,-4193.16666667,0.933092532492,7483.53333333,0.933553272716,7432,3,0.933092532492,7483.53333333,0.924239056994,8473.78571429,0.914572325188,9555,2,0.914572325188,9555,0.920577047825,8883.37777778,0.914545503313,9558,2,0.914545503313,9558,0.918657920026,9098.03030303,0.914545503313,9558,2,0.914545503313,9558
111852,9706,8,1.03618919048,-4047.83333333,1.42618817723,-47670,3,1.03618919048,-4047.83333333,0.931843269082,7623.46666667,0.931632872009,7647,2,0.931632872009,7647,0.922979536735,8614.89285714,0.913251439402,9703,2,0.913251439402,9703,0.919294345306,9027.08888889,0.913224618246,9706,2,0.913224618246,9706,0.917363068514,9243.10606061,0.913224618246,9706,2,0.913224618246,9706
