n,exact_holes,max_depth,K3_r3_ratio,K3_r3_margin,K3_bonf_ratio,K3_bonf_margin,K3_best_r,K3_best_ratio,K3_best_margin,K5_r3_ratio,K5_r3_margin,K5_bonf_ratio,K5_bonf_margin,K5_best_r,K5_best_ratio,K5_best_margin,K7_r3_ratio,K7_r3_margin,K7_bonf_ratio,K7_bonf_margin,K7_best_r,K7_best_ratio,K7_best_margin,K9_r3_ratio,K9_r3_margin,K9_bonf_ratio,K9_bonf_margin,K9_best_r,K9_best_ratio,K9_best_margin,K11_r3_ratio,K11_r3_margin,K11_bonf_ratio,K11_bonf_margin,K11_best_r,K11_best_ratio,K11_best_margin
106928,9213,8,1.03658536585,-3912,1.42348122101,-45282,3,1.03658536585,-3912,0.932532171181,7214.2,0.93213190184,7257,2,0.93213190184,7257,0.923629184391,8166.17857143,0.913848571001,9212,2,0.913848571001,9212,0.919930752989,8561.64444444,0.913839218914,9213,2,0.913839218914,9213,0.917992537601,8768.89393939,0.913839218914,9213,2,0.913839218914,9213
106935,9241,8,1.03631957108,-3883.83333333,1.42323841586,-45259,3,1.03631957108,-3883.83333333,0.932141331962,7256.46666667,0.932239210735,7246,3,0.932141331962,7256.46666667,0.923302874243,8201.60714286,0.913592369196,9240,2,0.913592369196,9240,0.919630928446,8594.26666667,0.913583017721,9241,2,0.913583017721,9241,0.917706593215,8800.04545455,0.913583017721,9241,2,0.913583017721,9241
106936,9250,8,1.03503185706,-3746.16666667,1.42167277624,-45092,3,1.03503185706,-3746.16666667,0.932029749882,7268.46666667,0.931585247251,7316,2,0.931585247251,7316,0.92319939029,8212.75,0.913537068901,9246,2,0.913537068901,9246,0.919535049001,8604.6,0.91349966335,9250,2,0.91349966335,9250,0.917614699021,8809.95454545,0.91349966335,9250,2,0.91349966335,9250
106939,9154,8,1.03618729681,-3869.83333333,1.4223996858,-45171,3,1.03618729681,-3869.83333333,0.932938092433,7171.53333333,0.933008537577,7164,3,0.932938092433,7171.53333333,0.924073871219,8119.46428571,0.914437202517,9150,2,0.914437202517,9150,0.920419221342,8510.28888889,0.914399798016,9154,2,0.914399798016,9154,0.918503950284,8715.10606061,0.914399798016,9154,2,0.914399798016,9154
106940,9324,8,1.0351240571,-3756.16666667,1.42076865532,-44997,3,1.0351240571,-3756.16666667,0.931446293872,7331.13333333,0.931438189639,7332,2,0.931438189639,7332,0.922558377194,8281.60714286,0.912829624088,9322,2,0.912829624088,9322,0.918876005237,8675.4,0.912810922012,9324,2,0.912810922012,9324,0.916946206029,8881.77272727,0.912810922012,9324,2,0.912810922012,9324
106945,9219,8,1.03664812131,-3919.33333333,1.4252933751,-45483,3,1.03664812131,-3919.33333333,0.932461233968,7222.93333333,0.932563467203,7212,3,0.932461233968,7222.93333333,0.923554163355,8175.5,0.913824863247,9216,2,0.913824863247,9216,0.919868052633,8569.71111111,0.913796811445,9219,2,0.913796811445,9219,0.917936294074,8776.3030303,0.913796811445,9219,2,0.913796811445,9219
106946,9249,7,1.0355724696,-3804.33333333,1.42024012118,-44943,3,1.0355724696,-3804.33333333,0.932146441506,7256.66666667,0.931853458755,7288,2,0.931853458755,7288,0.923270689347,8205.89285714,0.913517102089,9249,2,0.913517102089,9249,0.919586000827,8599.95555556,0.913517102089,9249,2,0.913517102089,9249,0.917654987592,8806.46969697,0.913517102089,9249,2,0.913517102089,9249
106959,9369,8,1.03386188477,-3621.83333333,1.41827242214,-44738,3,1.03386188477,-3621.83333333,0.930926803729,7388,0.931123140643,7367,3,0.930926803729,7388,0.922080623684,8334.17857143,0.912443085668,9365,2,0.912443085668,9365,0.918425648042,8725.11111111,0.912405688161,9369,2,0.912405688161,9369,0.916510206261,8929.98484848,0.912405688161,9369,2,0.912405688161,9369
106960,9183,8,1.03621135627,-3873.16666667,1.42233545251,-45173,3,1.03621135627,-3873.16666667,0.932754923959,7192.53333333,0.932470082274,7223,2,0.932470082274,7223,0.923893110909,8140.39285714,0.914164173523,9181,2,0.914164173523,9181,0.920210670656,8534.26666667,0.914145474944,9183,2,0.914145474944,9183,0.918280835656,8740.68181818,0.914145474944,9183,2,0.914145474944,9183
106972,9305,8,1.03582245821,-3832,1.42254047788,-45200,3,1.03582245821,-3832,0.93169863765,7306.33333333,0.932178514004,7255,3,0.93169863765,7306.33333333,0.922762498598,8262.25,0.91304266537,9302,2,0.91304266537,9302,0.919079966928,8656.17777778,0.913014620648,9305,2,0.913014620648,9305,0.917150084021,8862.62121212,0.913014620648,9305,2,0.913014620648,9305
106973,9279,8,1.03563827633,-3812.33333333,1.42291045404,-45240,3,1.03563827633,-3812.33333333,0.931964140484,7278,0.931683695886,7308,2,0.931683695886,7308,0.923036320246,8233.03571429,0.913295878399,9275,2,0.913295878399,9275,0.919342471672,8628.17777778,0.913258485786,9279,2,0.913258485786,9279,0.917406657981,8835.25757576,0.913258485786,9279,2,0.913258485786,9279
106977,9210,8,1.03675712225,-3932.16666667,1.42428746366,-45389,3,1.03675712225,-3932.16666667,0.932510726605,7219.8,0.932527552652,7218,3,0.932510726605,7219.8,0.9236357882,8169.21428571,0.913934771026,9207,2,0.913934771026,9207,0.919960365312,8562.4,0.913906727614,9210,2,0.913906727614,9210,0.918034207863,8768.45454545,0.913906727614,9210,2,0.913906727614,9210
106978,9192,8,1.03524089065,-3770,1.41992746172,-44923,3,1.03524089065,-3770,0.932566820592,7213.86666667,0.93228514274,7244,2,0.93228514274,7244,0.923751011556,8156.96428571,0.914122529866,9187,2,0.914122529866,9187,0.920095928342,8547.97777778,0.914075791284,9192,2,0.914075791284,9192,0.918180430188,8752.89393939,0.914075791284,9192,2,0.914075791284,9192
106983,9211,8,1.03597456294,-3848.66666667,1.4231980782,-45275,3,1.03597456294,-3848.66666667,0.932474006774,7224.13333333,0.932493947637,7222,3,0.932474006774,7224.13333333,0.923608023171,8172.64285714,0.913930250601,9208,2,0.913930250601,9208,0.919941382172,8564.91111111,0.913902208762,9211,2,0.913902208762,9211,0.918019826996,8770.48484848,0.913902208762,9211,2,0.913902208762,9211
106984,9193,8,1.0362655475,-3879.83333333,1.42262394377,-45214,3,1.0362655475,-3879.83333333,0.932718911239,7198,0.932391759515,7233,2,0.932391759515,7233,0.923823722639,8149.64285714,0.914099304569,9190,2,0.914099304569,9190,0.920139460106,8543.8,0.914071262993,9193,2,0.914071262993,9193,0.918208670115,8750.36363636,0.914071262993,9193,2,0.914071262993,9193
106988,9186,8,1.03694027991,-3952.16666667,1.42295397615,-45251,3,1.03694027991,-3952.16666667,0.932747597861,7195.2,0.932842935656,7185,3,0.932747597861,7195.2,0.9238926662,8142.57142857,0.914158597226,9184,2,0.914158597226,9184,0.920208289195,8536.75555556,0.914139903541,9186,2,0.914139903541,9186,0.918277439214,8743.33333333,0.914139903541,9186,2,0.914139903541,9186
106990,9282,8,1.03554849363,-3803.33333333,1.42307692308,-45265,3,1.03554849363,-3803.33333333,0.931817303798,7294.86666667,0.931143097486,7367,2,0.931143097486,7367,0.922990466399,8239.25,0.913262921768,9280,2,0.913262921768,9280,0.919308554278,8633.17777778,0.913244228433,9282,2,0.913244228433,9282,0.917378996055,8839.62121212,0.913244228433,9282,2,0.913244228433,9282
106991,9233,8,1.0359516221,-3846.5,1.42112888,-45057,3,1.0359516221,-3846.5,0.932336364741,7239.4,0.932723313176,7198,3,0.932336364741,7239.4,0.923431810686,8192.10714286,0.913731061491,9230,2,0.913731061491,9230,0.919756490421,8585.33333333,0.913703021749,9233,2,0.913703021749,9233,0.917830386753,8791.40909091,0.913703021749,9233,2,0.913703021749,9233
106992,9249,8,1.03562883206,-3812,1.42277927322,-45234,3,1.03562883206,-3812,0.93208838044,7266,0.931751906685,7302,2,0.931751906685,7302,0.923249602106,8211.67857143,0.913572977419,9247,2,0.913572977419,9247,0.919586926541,8603.55555556,0.913554284432,9249,2,0.913554284432,9249,0.917667449506,8808.92424242,0.913554284432,9249,2,0.913554284432,9249
106995,9285,8,1.03570883375,-3820.66666667,1.42247768587,-45203,3,1.03570883375,-3820.66666667,0.931787466704,7298.4,0.931809897659,7296,3,0.931787466704,7298.4,0.922935984993,8245.46428571,0.913257628861,9281,2,0.913257628861,9281,0.919265593927,8638.17777778,0.913220243937,9285,2,0.913220243937,9285,0.917342073476,8843.98484848,0.913220243937,9285,2,0.913220243937,9285
106996,9231,8,1.03663376824,-3919.66666667,1.42286627537,-45245,3,1.03663376824,-3919.66666667,0.932498411156,7222.4,0.932203073012,7254,2,0.932203073012,7254,0.923554552106,8179.35714286,0.913735092901,9230,2,0.913735092901,9230,0.919841447863,8576.64444444,0.913725746757,9231,2,0.913725746757,9231,0.917895542966,8784.84848485,0.913725746757,9231,2,0.913725746757,9231
107000,9190,7,1.0363271028,-3887,1.4228411215,-45244,3,1.0363271028,-3887,0.932669781931,7204.33333333,0.93208411215,7267,2,0.93208411215,7267,0.923845460614,8148.53571429,0.914112149533,9190,2,0.914112149533,9190,0.920168431983,8541.97777778,0.914112149533,9190,2,0.914112149533,9190,0.918241433022,8748.16666667,0.914112149533,9190,2,0.914112149533,9190
107002,9186,8,1.03647751132,-3903.16666667,1.42351544831,-45317,3,1.03647751132,-3903.16666667,0.932681632119,7203.2,0.932795648679,7191,3,0.932681632119,7203.2,0.923833199379,8150,0.914188519841,9182,2,0.914188519841,9182,0.920175531506,8541.37777778,0.914151137362,9186,2,0.914151137362,9186,0.918258678824,8746.48484848,0.914151137362,9186,2,0.914151137362,9186
107003,9302,8,1.03543358597,-3791.5,1.42267973795,-45228,3,1.03543358597,-3791.5,0.931632446442,7315.53333333,0.931310337093,7350,2,0.931310337093,7350,0.9228052351,8260.07142857,0.913077203443,9301,2,0.913077203443,9301,0.919126670384,8653.68888889,0.913067857911,9302,2,0.913067857911,9302,0.917198866415,8859.96969697,0.913067857911,9302,2,0.913067857911,9302
107011,9304,7,1.03581407519,-3832.5,1.42205941445,-45165,3,1.03581407519,-3832.5,0.931736612747,7304.93333333,0.931848127763,7293,3,0.931736612747,7304.93333333,0.922827025793,8258.35714286,0.913055667174,9304,2,0.913055667174,9304,0.919135623648,8653.37777778,0.913055667174,9304,2,0.913055667174,9304,0.917201092043,8860.39393939,0.913055667174,9304,2,0.913055667174,9304
107012,9241,8,1.03625138614,-3879.33333333,1.42370014578,-45341,3,1.03625138614,-3879.33333333,0.932241866956,7250.93333333,0.931559077487,7324,2,0.931559077487,7324,0.923405786267,8196.5,0.913654543416,9240,2,0.913654543416,9240,0.919718453175,8591.08888889,0.913645198669,9241,2,0.913645198669,9241,0.917786054014,8797.87878788,0.913645198669,9241,2,0.913645198669,9241
107013,9270,8,1.03574955068,-3825.66666667,1.4231822302,-45286,3,1.03574955068,-3825.66666667,0.931939733179,7283.33333333,0.932157775224,7260,3,0.931939733179,7283.33333333,0.923061750842,8233.39285714,0.913421733808,9265,2,0.913421733808,9265,0.919402315607,8625,0.913375010513,9270,2,0.913375010513,9270,0.917484536713,8830.22727273,0.913375010513,9270,2,0.913375010513,9270
107014,9217,8,1.03603889834,-3856.66666667,1.42248677743,-45212,3,1.03603889834,-3856.66666667,0.932443107132,7229.53333333,0.932392023474,7235,2,0.932392023474,7235,0.92358476461,8177.5,0.913889771432,9215,2,0.913889771432,9215,0.919915151289,8570.2,0.913871082288,9217,2,0.913871082288,9217,0.917992038425,8776,0.913871082288,9217,2,0.913871082288,9217
107016,9288,7,1.03594945304,-3847.16666667,1.4230021679,-45268,3,1.03594945304,-3847.16666667,0.931866885949,7291.33333333,0.931963444719,7281,3,0.931866885949,7291.33333333,0.922980141821,8242.35714286,0.91320923974,9288,2,0.91320923974,9288,0.919288912146,8637.37777778,0.91320923974,9288,2,0.91320923974,9288,0.917354470926,8844.39393939,0.91320923974,9288,2,0.91320923974,9288
107017,9135,8,1.03658608757,-3915.33333333,1.42250296682,-45215,3,1.03658608757,-3915.33333333,0.93320625072,7148.06666667,0.932749002495,7197,2,0.932749002495,7197,0.924362484465,8094.5,0.914658418756,9133,2,0.914658418756,9133,0.920689443941,8487.57777778,0.914639730136,9135,2,0.914639730136,9135,0.918764535003,8693.57575758,0.914639730136,9135,2,0.914639730136,9135
107019,9239,8,1.03667417312,-3924.83333333,1.42408357394,-45385,3,1.03667417312,-3924.83333333,0.932349707373,7239.86666667,0.932432558705,7231,3,0.932349707373,7239.86666667,0.923444835563,8192.85714286,0.913678879451,9238,2,0.913678879451,9238,0.919751944359,8588.06666667,0.913669535316,9239,2,0.913669535316,9239,0.917816632391,8795.18181818,0.913669535316,9239,2,0.913669535316,9239
107020,9112,8,1.03726406279,-3988,1.42432255653,-45411,3,1.03726406279,-3988,0.93339313524,7128.26666667,0.933283498412,7140,2,0.933283498412,7140,0.924559494887,8073.64285714,0.914875724164,9110,2,0.914875724164,9110,0.920894121556,8465.91111111,0.914857036068,9112,2,0.914857036068,9112,0.918973230719,8671.48484848,0.914857036068,9112,2,0.914857036068,9112
107022,9262,8,1.03551139018,-3800.5,1.4205116705,-45004,3,1.03551139018,-3800.5,0.932176561828,7258.6,0.932331670124,7242,3,0.932176561828,7258.6,0.923208712761,8218.35714286,0.913503765581,9257,2,0.913503765581,9257,0.919524749844,8612.62222222,0.913457046215,9262,2,0.913457046215,9262,0.917594116871,8819.24242424,0.913457046215,9262,2,0.913457046215,9262
107024,9199,7,1.03671762097,-3929.66666667,1.42354985798,-45330,3,1.03671762097,-3929.66666667,0.932723501271,7200.2,0.93219277919,7257,2,0.93219277919,7257,0.923846186703,8150.28571429,0.91404731649,9199,2,0.91404731649,9199,0.920144391289,8546.46666667,0.91404731649,9199,2,0.91404731649,9199,0.918204412944,8754.09090909,0.91404731649,9199,2,0.91404731649,9199
107036,9291,8,1.03588979409,-3841.5,1.42305392578,-45282,3,1.03588979409,-3841.5,0.93188023967,7291.26666667,0.931929444299,7286,3,0.93188023967,7291.26666667,0.922964169598,8245.60714286,0.913206771553,9290,2,0.913206771553,9290,0.919274512002,8640.53333333,0.913197428902,9291,2,0.913197428902,9291,0.917340894652,8847.5,0.913197428902,9291,2,0.913197428902,9291
107037,9223,8,1.03609810938,-3863.83333333,1.42243336416,-45216,3,1.03609810938,-3863.83333333,0.932427104646,7232.8,0.932406551006,7235,2,0.932406551006,7235,0.923566817349,8181.17857143,0.913852219326,9221,2,0.913852219326,9221,0.91988979927,8574.75555556,0.913833534198,9223,2,0.913833534198,9223,0.917962805838,8781.01515152,0.913833534198,9223,2,0.913833534198,9223
107040,9207,8,1.03653618585,-3910.83333333,1.42359865471,-45342,3,1.03653618585,-3910.83333333,0.932589063279,7215.66666667,0.932772795217,7196,3,0.932589063279,7215.66666667,0.923705757527,8166.53571429,0.913994768311,9206,2,0.913994768311,9206,0.920033632287,8559.6,0.913985426009,9207,2,0.913985426009,9207,0.918109203017,8765.59090909,0.913985426009,9207,2,0.913985426009,9207
107041,9193,8,1.03626336326,-3881.66666667,1.42375351501,-45359,3,1.03626336326,-3881.66666667,0.932539867901,7221,0.932539867901,7221,2,0.932539867901,7221,0.923768529282,8159.89285714,0.914126362796,9192,2,0.914126362796,9192,0.920122403773,8550.17777778,0.914117020581,9193,2,0.914117020581,9193,0.91821160003,8754.71212121,0.914117020581,9193,2,0.914117020581,9193
107044,9334,8,1.03486883898,-3732.5,1.42220021673,-45194,3,1.03486883898,-3732.5,0.931360312893,7347.46666667,0.931514143717,7331,3,0.931360312893,7347.46666667,0.922500493789,8295.85714286,0.91282089608,9332,2,0.91282089608,9332,0.918836698512,8688.04444444,0.912802212174,9334,2,0.912802212174,9334,0.916916634678,8893.57575758,0.912802212174,9334,2,0.912802212174,9334
107045,9130,8,1.03692060971,-3952.16666667,1.42367228736,-45352,3,1.03692060971,-3952.16666667,0.933335824497,7136.06666667,0.932682516699,7206,2,0.932682516699,7206,0.924470015948,8085.10714286,0.914727451072,9128,2,0.914727451072,9128,0.920782433141,8479.84444444,0.914708767341,9130,2,0.914708767341,9130,0.918849903114,8686.71212121,0.914708767341,9130,2,0.914708767341,9130
107047,9249,8,1.0356837028,-3819.83333333,1.42188945043,-45162,3,1.0356837028,-3819.83333333,0.932101475676,7268.33333333,0.932366156922,7240,3,0.932101475676,7268.33333333,0.923281362392,8212.5,0.913617383019,9247,2,0.913617383019,9247,0.919623467573,8604.06666667,0.913598699637,9249,2,0.913598699637,9249,0.917706495957,8809.27272727,0.913598699637,9249,2,0.913598699637,9249
107048,9370,8,1.03409218295,-3649.5,1.41981167327,-44940,3,1.03409218295,-3649.5,0.930958697656,7390.73333333,0.93077871609,7410,2,0.93077871609,7410,0.922150410497,8333.64285714,0.912478514311,9369,2,0.912478514311,9369,0.918493053999,8725.15555556,0.912469172708,9370,2,0.912469172708,9370,0.916576364497,8930.33333333,0.912469172708,9370,2,0.912469172708,9370
107054,9182,8,1.03599740941,-3853.66666667,1.42106787229,-45077,3,1.03599740941,-3853.66666667,0.932759791009,7198.33333333,0.932772245783,7197,3,0.932759791009,7198.33333333,0.92391389926,8145.32142857,0.914267565901,9178,2,0.914267565901,9178,0.92025561347,8536.95555556,0.914230201581,9182,2,0.914230201581,9182,0.91833843696,8742.1969697,0.914230201581,9182,2,0.914230201581,9182
107055,9211,8,1.0361979045,-3875.16666667,1.42260520293,-45242,3,1.0361979045,-3875.16666667,0.932508835022,7225.26666667,0.932501984961,7226,2,0.932501984961,7226,0.923667407274,8171.78571429,0.913978795946,9209,2,0.913978795946,9209,0.920000207578,8564.37777778,0.91396011396,9211,2,0.91396011396,9211,0.918078359608,8770.12121212,0.91396011396,9211,2,0.91396011396,9211
107058,9299,8,1.03524724915,-3773.5,1.42214500551,-45194,3,1.03524724915,-3773.5,0.931715518691,7310.4,0.931728595714,7309,3,0.931715518691,7310.4,0.92284289157,8260.28571429,0.913187244297,9294,2,0.913187244297,9294,0.919177558997,8652.68888889,0.913140540642,9299,2,0.913140540642,9299,0.91725668952,8858.33333333,0.913140540642,9299,2,0.913140540642,9299
107059,9103,8,1.03792145764,-4059.83333333,1.42493391494,-45493,3,1.03792145764,-4059.83333333,0.933667728387,7101.46666667,0.933074286141,7165,2,0.933074286141,7165,0.924781795886,8052.78571429,0.914981458822,9102,2,0.914981458822,9102,0.92107591764,8449.53333333,0.914972118178,9103,2,0.914972118178,9103,0.91913379963,8657.45454545,0.914972118178,9103,2,0.914972118178,9103
107060,9096,8,1.0378261411,-4049.66666667,1.42498598916,-45499,3,1.0378261411,-4049.66666667,0.933564979139,7112.53333333,0.93373809079,7094,3,0.933564979139,7112.53333333,0.924735462091,8057.82142857,0.915047636839,9095,2,0.915047636839,9095,0.921072088341,8450.02222222,0.915038296282,9096,2,0.915038296282,9096,0.919152245413,8655.56060606,0.915038296282,9096,2,0.915038296282,9096
107061,9286,8,1.03626592939,-3882.66666667,1.42273096646,-45258,3,1.03626592939,-3882.66666667,0.931986437638,7281.6,0.931702487367,7312,2,0.931702487367,7312,0.923080233298,8235.10714286,0.913273741138,9285,2,0.913273741138,9285,0.91937202986,8632.11111111,0.913264400669,9286,2,0.913264400669,9286,0.917428693299,8840.16666667,0.913264400669,9286,2,0.913264400669,9286
107062,9284,8,1.03585928403,-3839.16666667,1.42297920831,-45285,3,1.03585928403,-3839.16666667,0.9319086137,7290,0.932142123256,7265,3,0.9319086137,7290,0.923010565307,8242.64285714,0.913321253106,9280,2,0.913321253106,9280,0.91933604412,8636.04444444,0.913283891577,9284,2,0.913283891577,9284,0.91741035922,8842.21212121,0.913283891577,9284,2,0.913283891577,9284
107063,9231,8,1.03549312087,-3800,1.42055612116,-45026,3,1.03549312087,-3800,0.932331431027,7244.8,0.931890569104,7292,2,0.931890569104,7292,0.923498314077,8190.5,0.913789077459,9230,2,0.913789077459,9230,0.919826851688,8583.57777778,0.913779737164,9231,2,0.913779737164,9231,0.917902769794,8789.57575758,0.913779737164,9231,2,0.913779737164,9231
107064,9271,8,1.03583059354,-3836.16666667,1.42272846148,-45259,3,1.03583059354,-3836.16666667,0.93198709806,7281.73333333,0.932087349623,7271,3,0.93198709806,7281.73333333,0.923113411471,8231.78571429,0.913434954793,9268,2,0.913434954793,9268,0.919446520046,8624.37777778,0.91340693417,9271,2,0.91340693417,9271,0.917524833631,8830.12121212,0.91340693417,9271,2,0.91340693417,9271
107065,9214,8,1.03528853189,-3778.16666667,1.41922196796,-44884,3,1.03528853189,-3778.16666667,0.932493345164,7227.6,0.932274786345,7251,2,0.932274786345,7251,0.923646182893,8174.82142857,0.913968150189,9211,2,0.913968150189,9211,0.919979451735,8567.4,0.913940129828,9214,2,0.913940129828,9214,0.91805784931,8773.13636364,0.913940129828,9214,2,0.913940129828,9214
107067,9269,8,1.03589652585,-3843.33333333,1.42309955448,-45300,3,1.03589652585,-3843.33333333,0.932045666109,7275.66666667,0.93205189274,7275,3,0.932045666109,7275.66666667,0.9231562613,8227.42857143,0.913446720278,9267,2,0.913446720278,9267,0.919481155621,8620.91111111,0.913428040386,9269,2,0.913428040386,9269,0.91755516441,8827.12121212,0.913428040386,9269,2,0.913428040386,9269
107069,9255,8,1.03544598966,-3795.16666667,1.42216701379,-45201,3,1.03544598966,-3795.16666667,0.932116049775,7268.26666667,0.931604852945,7323,2,0.931604852945,7323,0.923283116495,8214,0.913569754084,9254,2,0.913569754084,9254,0.91961009567,8607.26666667,0.913560414312,9255,2,0.913560414312,9255,0.917685197056,8813.36363636,0.913560414312,9255,2,0.913560414312,9255
107073,9288,8,1.03564390649,-3816.5,1.4237576233,-45373,3,1.03564390649,-3816.5,0.931840270968,7298.06666667,0.932065039739,7274,3,0.931840270968,7298.06666667,0.922954766508,8249.46428571,0.913292800239,9284,2,0.913292800239,9284,0.919290577457,8641.8,0.913255442549,9288,2,0.913255442549,9288,0.917370307259,8847.40909091,0.913255442549,9288,2,0.913255442549,9288
107074,9246,8,1.03597978968,-3852.5,1.42247417674,-45236,3,1.03597978968,-3852.5,0.93219580228,7260.06666667,0.931822851486,7300,2,0.931822851486,7300,0.923378758082,8204.14285714,0.913657844108,9245,2,0.913657844108,9245,0.919702884609,8597.73333333,0.913648504772,9246,2,0.913648504772,9246,0.917776491025,8804,0.913648504772,9246,2,0.913648504772,9246
107082,9283,8,1.03556775804,-3808.66666667,1.42175155488,-45162,3,1.03556775804,-3808.66666667,0.931954950412,7286.4,0.932164135896,7264,3,0.931954950412,7286.4,0.923037285178,8241.32142857,0.913346780972,9279,2,0.913346780972,9279,0.919362316314,8634.84444444,0.913309426421,9283,2,0.913309426421,9283,0.917436396803,8841.07575758,0.913309426421,9283,2,0.913309426421,9283
107084,9237,8,1.03569627582,-3822.5,1.42124873931,-45109,3,1.03569627582,-3822.5,0.932213340306,7258.86666667,0.932109372082,7270,2,0.932109372082,7270,0.923413261685,8201.21428571,0.913759291771,9235,2,0.913759291771,9235,0.919759150656,8592.51111111,0.913740614844,9237,2,0.913740614844,9237,0.917844161989,8797.57575758,0.913740614844,9237,2,0.913740614844,9237
107086,9201,8,1.03685200057,-3946.33333333,1.42484545132,-45495,3,1.03685200057,-3946.33333333,0.932678408009,7209.2,0.932764320266,7200,3,0.932678408009,7209.2,0.923786556066,8161.39285714,0.914134434006,9195,2,0.914134434006,9195,0.920119032055,8554.13333333,0.914078404273,9201,2,0.914078404273,9201,0.918197014125,8759.95454545,0.914078404273,9201,2,0.914078404273,9201
107087,9161,8,1.03674426712,-3934.83333333,1.42271237405,-45267,3,1.03674426712,-3934.83333333,0.933068128406,7167.53333333,0.932708918916,7206,2,0.932708918916,7206,0.924213823473,8115.71428571,0.914471411096,9159,2,0.914471411096,9159,0.920526301045,8510.6,0.914452734692,9161,2,0.914452734692,9161,0.91859380266,8717.54545455,0.914452734692,9161,2,0.914452734692,9161
107094,9261,8,1.03601353328,-3856.83333333,1.42300222235,-45301,3,1.03601353328,-3856.83333333,0.932141856687,7267.2,0.932162399387,7265,3,0.932141856687,7267.2,0.923258672621,8218.53571429,0.913543242385,9259,2,0.913543242385,9259,0.919581343908,8612.35555556,0.913524567203,9261,2,0.913524567203,9261,0.917654187683,8818.74242424,0.913524567203,9261,2,0.913524567203,9261
107096,9231,8,1.03551953388,-3804,1.42071599313,-45057,3,1.03551953388,-3804,0.932315554892,7248.73333333,0.931883543736,7295,2,0.931883543736,7295,0.923512882967,8191.46428571,0.913834316875,9228,2,0.913834316875,9228,0.919845953371,8584.17777778,0.913806304624,9231,2,0.913806304624,9231,0.917924246951,8789.98484848,0.913806304624,9231,2,0.913806304624,9231
107097,9188,8,1.0371018796,-3973.5,1.42617440264,-45642,3,1.0371018796,-3973.5,0.932766246176,7200.53333333,0.933023333987,7173,3,0.932766246176,7200.53333333,0.923901429812,8149.92857143,0.914245963939,9184,2,0.914245963939,9184,0.920239699628,8542.08888889,0.91420861462,9188,2,0.91420861462,9188,0.918320718035,8747.60606061,0.91420861462,9188,2,0.91420861462,9188
107098,9244,8,1.03603241891,-3859,1.42118433584,-45108,3,1.03603241891,-3859,0.932333003417,7247,0.932183607537,7263,2,0.932183607537,7263,0.923448283681,8198.53571429,0.913705204579,9242,2,0.913705204579,9242,0.919760510104,8593.48888889,0.913686530094,9244,2,0.913686530094,9244,0.917827880101,8800.46969697,0.913686530094,9244,2,0.913686530094,9244
107100,9300,8,1.03566293184,-3819.5,1.42255835668,-45256,3,1.03566293184,-3819.5,0.931713663243,7313.46666667,0.932072829132,7275,3,0.931713663243,7313.46666667,0.922866813392,8260.96428571,0.913193277311,9297,2,0.913193277311,9297,0.919201784417,8653.48888889,0.913165266106,9300,2,0.913165266106,9300,0.917281074046,8859.1969697,0.913165266106,9300,2,0.913165266106,9300
107101,9195,8,1.03690441733,-3952.5,1.42433777462,-45447,3,1.03690441733,-3952.5,0.932832871153,7193.66666667,0.932699041092,7208,2,0.932699041092,7208,0.923908273499,8149.5,0.914183807808,9191,2,0.914183807808,9191,0.920220477244,8544.46666667,0.914146459884,9195,2,0.914146459884,9195,0.918287835357,8751.45454545,0.914146459884,9195,2,0.914146459884,9195
107105,9216,8,1.03657314473,-3917.16666667,1.42338826385,-45347,3,1.03657314473,-3917.16666667,0.932616279974,7217.13333333,0.932701554549,7208,3,0.932616279974,7217.13333333,0.923714379081,8170.57142857,0.913981606834,9213,2,0.913981606834,9213,0.920026972493,8565.51111111,0.913953596938,9216,2,0.913953596938,9216,0.918094534816,8772.48484848,0.913953596938,9216,2,0.913953596938,9216
107106,9296,8,1.03511474614,-3761,1.4200791739,-44993,3,1.03511474614,-3761,0.931841975862,7300.13333333,0.931245681848,7364,2,0.931245681848,7364,0.922970835301,8250.28571429,0.913226149796,9294,2,0.913226149796,9294,0.919282455387,8645.33333333,0.913207476705,9296,2,0.913207476705,9296,0.917349507625,8852.36363636,0.913207476705,9296,2,0.913207476705,9296
107107,9364,8,1.0348312124,-3730.66666667,1.42183050594,-45181,3,1.0348312124,-3730.66666667,0.931098185304,7379.86666667,0.931339688349,7354,3,0.931098185304,7379.86666667,0.922259983008,8326.5,0.912592080816,9362,2,0.912592080816,9362,0.918600610189,8718.44444444,0.912573407901,9364,2,0.912573407901,9364,0.916682864007,8923.84848485,0.912573407901,9364,2,0.912573407901,9364
107108,9313,8,1.0358656683,-3841.5,1.42227471337,-45229,3,1.0358656683,-3841.5,0.931729344836,7312.33333333,0.93137767487,7350,2,0.93137767487,7350,0.922839230363,8264.53571429,0.913059715427,9312,2,0.913059715427,9312,0.919141219869,8660.62222222,0.913050379057,9313,2,0.913050379057,9313,0.917203225065,8868.1969697,0.913050379057,9313,2,0.913050379057,9313
