n,X_exclusive,odd_prime_count,grid,E1_geom,E2_geom,E3_geom,E4_geom,E5_geom,e1_unrestricted,e2_unrestricted,e3_unrestricted,e4_unrestricted,e5_unrestricted,M53_geom,M53_unrestricted,geom_margin_1_minus_M,unrestricted_margin_1_minus_M,removed_high_product_mass,sieve_seconds,fft_seconds,total_seconds
1000000000000,1000000000002000000000001,37607912017,262144,3.0804363436878863,4.643420323736216,4.496827951708588,3.0211275586607234,1.438722449107627,3.0804363436878863,4.643420323736216,4.576837686814927,3.3245837179690496,1.901288714413398,1.010937350740397,1.047060198342396,-0.010937350740396923,-0.04706019834239594,0.03612284760199902,22157.937347500003,1.6536819000029936,22159.59305590001
