max_R,min_certificate,worst_start,fail_windows,R_median,R_q90,R_q99,R_q999,model,trial,seed
59.7389840778236,-39.46666666666667,746423,21845,-1.0610159221764022,8.205650744490264,26.47231741115693,49.805650744490265,uniform,72,13904830441241163781
74.00565074449027,-53.733333333333334,74968,21082,-0.9276825888430693,8.27231741115693,29.07231741115693,54.93898407782359,uniform,73,5595438618765515791
111.27231741115693,-91.0,965911,18194,-0.9943492555097357,7.938984077823596,24.872317411156928,51.20565074449026,uniform,74,12366644277280904214
98.47231741115694,-78.2,179909,24090,-0.8610159221764029,8.47231741115693,28.5389840778236,53.138984077823594,uniform,75,8815263277912166396
102.67231741115694,-82.4,257308,21110,-0.7943492555097365,8.27231741115693,27.338984077823596,57.365050744486595,uniform,76,10448014934585914817
105.9389840778236,-85.66666666666667,323519,18211,-0.9943492555097357,8.07231741115693,25.672317411156932,51.87231741115693,uniform,77,8241117507303512693
180.20565074449027,-159.93333333333334,876486,16842,-0.9276825888430693,7.805650744490263,26.138984077823597,97.67231741115694,uniform,78,9081345859371628542
97.5389840778236,-77.26666666666667,42612,19181,-0.9276825888430693,8.138984077823597,25.005650744490264,87.67231741115694,uniform,79,8048001190188274897
170.07231741115694,-149.8,268072,19068,-0.8610159221764029,7.938984077823596,25.805650744490265,91.5389840778236,uniform,80,7164757769105214229
96.27231741115693,-76.0,638960,19253,-0.8610159221764029,8.005650744490262,28.805650744490265,83.93898407782359,uniform,81,5225123166932277096
63.87231741115693,-43.6,571767,21523,-0.8610159221764029,8.338984077823596,30.338984077823596,51.47231741115693,uniform,82,14276197416223855692
181.1389840778236,-160.86666666666667,544377,19990,-0.9276825888430693,8.138984077823597,27.538984077823596,59.40565074449026,uniform,83,7541296211184330870
97.7389840778236,-77.46666666666667,832931,20784,-0.9276825888430693,8.005650744490262,25.205650744490264,66.29838407781993,uniform,84,14536127255201632630
56.205650744490256,-35.93333333333333,77546,19964,-1.0610159221764022,8.005650744490262,25.538984077823596,48.07231741115693,uniform,85,3630830006288927859
90.00565074449027,-69.73333333333333,104361,18968,-0.9943492555097357,7.87231741115693,25.47231741115693,51.00565074449027,uniform,86,15470511143632938280
171.00565074449025,-150.73333333333332,767720,19163,-0.72768258884307,7.938984077823596,26.138984077823597,93.40565074449027,uniform,87,12687623199101602464
99.67231741115694,-79.4,864051,18232,-1.1276825888430686,7.738984077823597,26.538984077823596,83.67231741115693,uniform,88,15053736847569090239
109.3389840778236,-89.06666666666666,150296,16056,-0.8610159221764029,7.87231741115693,23.87231741115693,55.138984077823594,uniform,89,10946776174760604745
164.9389840778236,-144.66666666666666,723219,19678,-0.7943492555097365,7.938984077823596,26.805650744490265,88.87231741115693,uniform,90,5902169455799456720
95.07231741115693,-74.8,255728,18688,-0.8610159221764029,8.07231741115693,24.805650744490265,52.5389840778236,uniform,91,1200697233756374787
107.7389840778236,-87.46666666666667,794816,19066,-0.7943492555097365,8.138984077823597,25.538984077823596,85.3389840778236,uniform,92,14429855470499674906
100.00565074449027,-79.73333333333333,808452,18742,-1.0610159221764022,7.938984077823596,24.538984077823596,48.60565074449026,uniform,93,8104497589530584752
172.7389840778236,-152.46666666666667,872510,22644,-0.8610159221764029,8.205650744490264,28.405650744490263,89.60565074449026,uniform,94,10496429244065856064
98.9389840778236,-78.66666666666667,333220,17572,-0.9943492555097357,7.5389840778235975,24.738984077823595,51.805650744490265,uniform,95,11126687222191146219
97.47231741115694,-77.2,748015,23198,-0.9943492555097357,8.405650744490263,27.672317411156932,87.63171741115328,uniform,96,15689249321920698649
97.7389840778236,-77.46666666666667,220268,21167,-0.8610159221764029,8.07231741115693,28.5389840778236,61.805650744490265,uniform,97,15337533159845488304
174.47231741115692,-154.2,729890,17395,-0.8610159221764029,7.805650744490263,23.47231741115693,85.00565074449027,uniform,98,11456988543798685732
104.47231741115694,-84.2,378357,23693,-1.0610159221764022,8.138984077823597,31.13298407782577,91.00565074449027,uniform,99,2648050754682924088
104.3389840778236,-84.06666666666666,168009,20870,-0.7943492555097365,8.338984077823596,25.605650744490262,53.338984077823596,uniform,100,11911000891909793527
93.5389840778236,-73.26666666666667,560000,19707,-1.0610159221764022,8.67231741115693,25.138984077823597,53.07231741115693,independent_square,1,3760684019240542450
95.27231741115693,-75.0,156800,16899,-0.9276825888430693,8.27231741115693,24.005650744490264,50.5389840778236,independent_square,2,11152968823687245083
176.1389840778236,-155.86666666666667,749981,15698,-0.9276825888430693,7.67231741115693,23.405650744490263,88.5389840778236,independent_square,3,5673012824866946814
99.07231741115693,-78.8,435900,20879,-0.9276825888430693,8.07231741115693,27.27231741115693,62.27231741115693,independent_square,4,15598168032123741713
143.67231741115694,-123.4,454523,17749,-0.7943492555097365,7.938984077823596,24.738984077823595,86.60565074449026,independent_square,5,13424278471330186248
113.47231741115694,-93.2,803357,21250,-0.9276825888430693,8.005650744490262,26.805650744490265,55.89838407781993,independent_square,6,15133472560840775736
291.0723174111569,-270.8,373596,16411,-0.9943492555097357,8.07231741115693,24.738984077823595,88.47231741115694,independent_square,7,8768164236184003122
105.00565074449027,-84.73333333333333,785357,18476,-1.0610159221764022,7.87231741115693,25.07231741115693,83.49838407781994,independent_square,8,3346887413222867795
