n,shell_lo,shell_hi,first_odd,odd_positions,odd_prime_rows,max_depth,exact_covered,exact_holes,S1,S2,S3,S4,S5,S6,S7,S8,S9,L53_numerator_over15,L53_ratio,L53_margin,L72,L72_ratio,L72_margin,L92,L92_ratio,L92_margin,prime_seconds,mark_seconds,hist_seconds,total_seconds
1000000000,1000000000000000000,1000000002000000001,1000000000000000001,1000000000,50847533,12,951745123,48254877,2792757862,3798368529,3307049885,1964083736,798515326,220330332,40843807,5019019,398653,14714630150/15,0.9809753433333334,0.01902465666666667,956384283,0.956384283,0.043615717,951763917,0.951763917,0.048236083,0.371682617,26.104979727,0.204911829,27.632841681
