model,trial,seed,worst_start,max_R,min_certificate,fail_windows,total_actual_weighted_mass,impossible_product_weighted_mass,impossible_product_intersections
uniform,70,8732927878075605085,233998,103.3389840778236,-83.06666666666666,22940,474.06666666668383,54.06666666666768,879
uniform,71,6033799109011135140,107091,177.00565074449025,-156.73333333333332,14498,547.7333333333478,190.0000000000005,1417
uniform,72,13904830441241163781,746423,59.7389840778236,-39.46666666666667,21845,430.4666666666837,37.93333333333313,391
uniform,73,5595438618765515791,74968,74.00565074449027,-53.733333333333334,21082,444.7333333333495,84.20000000000144,828
uniform,74,12366644277280904214,965911,111.27231741115693,-91.0,18194,482.0000000000144,133.00000000000142,756
uniform,75,8815263277912166396,179909,98.47231741115694,-78.2,24090,469.20000000002034,92.53333333333605,1189
uniform,76,10448014934585914817,257308,102.67231741115694,-82.4,21110,473.4000000000189,36.266666666666694,365
uniform,77,8241117507303512693,323519,105.9389840778236,-85.66666666666667,18211,476.666666666684,64.06666666666618,545
uniform,78,9081345859371628542,876486,180.20565074449027,-159.93333333333334,16842,550.9333333333507,177.0666666666679,1829
uniform,79,8048001190188274897,42612,97.5389840778236,-77.26666666666667,19181,468.2666666666837,61.13333333333289,462
uniform,80,7164757769105214229,268072,170.07231741115694,-149.8,19068,540.800000000018,158.8666666666666,1850
uniform,81,5225123166932277096,638960,96.27231741115693,-76.0,19253,467.0000000000157,67.99999999999946,540
uniform,82,14276197416223855692,571767,63.87231741115693,-43.6,21523,434.6000000000186,72.33333333333456,833
uniform,83,7541296211184330870,544377,181.1389840778236,-160.86666666666667,19990,551.8666666666721,187.9333333333309,1821
uniform,84,14536127255201632630,832931,97.7389840778236,-77.46666666666667,20784,468.46666666668284,109.13333333333469,851
uniform,85,3630830006288927859,77546,56.205650744490256,-35.93333333333333,19964,426.93333333334874,19.466666666666725,330
uniform,86,15470511143632938280,104361,90.00565074449027,-69.73333333333333,18968,460.73333333335046,85.9333333333345,871
uniform,87,12687623199101602464,767720,171.00565074449025,-150.73333333333332,19163,541.7333333333427,-3.5333333333333297,51
uniform,88,15053736847569090239,864051,99.67231741115694,-79.4,18232,470.40000000001817,101.00000000000041,695
uniform,89,10946776174760604745,150296,109.3389840778236,-89.06666666666666,16056,480.06666666668065,101.00000000000239,1059
uniform,90,5902169455799456720,723219,164.9389840778236,-144.66666666666666,19678,535.6666666666832,168.9999999999996,2061
uniform,91,1200697233756374787,255728,95.07231741115693,-74.8,18688,465.80000000001473,105.53333333333455,759
uniform,92,14429855470499674906,794816,107.7389840778236,-87.46666666666667,19066,478.4666666666848,108.33333333333653,1158
uniform,93,8104497589530584752,808452,100.00565074449027,-79.73333333333333,18742,470.7333333333505,118.60000000000153,864
uniform,94,10496429244065856064,872510,172.7389840778236,-152.46666666666667,22644,543.46666666668,162.40000000000217,1232
uniform,95,11126687222191146219,333220,98.9389840778236,-78.66666666666667,17572,469.6666666666844,25.13333333333329,158
uniform,96,15689249321920698649,748015,97.47231741115694,-77.2,23198,468.20000000001653,76.73333333333372,737
uniform,97,15337533159845488304,220268,97.7389840778236,-77.46666666666667,21167,468.46666666668324,98.93333333333439,812
uniform,98,11456988543798685732,729890,174.47231741115692,-154.2,17395,545.2000000000077,55.93333333333294,445
uniform,99,2648050754682924088,378357,104.47231741115694,-84.2,23693,475.20000000001573,67.26666666666611,444
uniform,100,11911000891909793527,168009,104.3389840778236,-84.06666666666666,20870,475.0666666666848,90.86666666666875,1114
independent_square,1,3760684019240542450,560000,93.5389840778236,-73.26666666666667,19707,464.26666666668626,38.86666666666651,482
