n,K,event,old_best_r,new_best_r,best_ratio,best_margin,exact_holes,max_depth
120412,3,best_r_change,3,4,1.03947447098,-4753.2,10211,8
120413,3,best_r_change,4,3,1.0392690158,-4728.5,10204,8
120415,3,best_r_change,3,4,1.03909479716,-4707.6,10273,8
120416,3,best_r_change,4,3,1.03910333068,-4708.66666667,10322,8
120417,3,best_r_change,3,4,1.03796972188,-4572.2,10415,8
120418,3,best_r_change,4,3,1.03950682899,-4757.33333333,10291,8
120419,3,best_r_change,3,4,1.03905197685,-4702.6,10304,8
120420,3,best_r_change,4,3,1.03974422853,-4786,10232,8
120421,3,best_r_change,3,4,1.03863362703,-4652.3,10312,8
120427,3,best_r_change,4,3,1.03884510949,-4678,10299,8
120428,3,best_r_change,3,4,1.03875593716,-4667.3,10351,8
120431,3,best_r_change,4,3,1.03963542056,-4773.33333333,10201,8
120432,3,best_r_change,3,4,1.03938654178,-4743.4,10246,8
120433,3,best_r_change,4,3,1.03938289339,-4743,10276,8
120434,3,best_r_change,3,4,1.03831310095,-4614.2,10307,8
120441,3,best_r_change,4,3,1.0388212209,-4675.66666667,10302,8
120442,3,best_r_change,3,4,1.03973032663,-4785.2,10200,8
120444,3,best_r_change,4,3,1.03773676287,-4545.16666667,10335,8
120445,3,best_r_change,3,4,1.04025405787,-4848.4,10170,8
120449,3,best_r_change,4,3,1.03735882683,-4499.83333333,10395,8
120451,3,best_r_change,3,4,1.03890544703,-4686.2,10306,8
120454,3,best_r_change,4,3,1.03840470221,-4626,10270,8
120455,3,best_r_change,3,4,1.03896475862,-4693.5,10286,8
120458,3,best_r_change,4,3,1.03989080565,-4805.16666667,10275,8
120459,3,best_r_change,3,4,1.0385948746,-4649.1,10300,8
120460,3,best_r_change,4,3,1.03825889645,-4608.66666667,10329,8
120461,3,best_r_change,3,4,1.03884327708,-4679.1,10371,8
120462,3,best_r_change,4,3,1.03904550813,-4703.5,10219,8
120463,3,best_r_change,3,4,1.03866913492,-4658.2,10278,8
120464,3,best_r_change,4,3,1.03761012972,-4530.66666667,10398,7
120465,3,best_r_change,3,4,1.03914830034,-4716,10345,8
120466,3,best_r_change,4,3,1.03921991821,-4724.66666667,10284,8
120467,3,best_r_change,3,4,1.03931616127,-4736.3,10222,8
120472,3,best_r_change,4,3,1.03961363083,-4772.33333333,10299,8
120473,3,best_r_change,3,4,1.0391390602,-4715.2,10265,8
120475,3,best_r_change,4,3,1.03933319499,-4738.66666667,10278,8
120476,3,best_r_change,3,4,1.03806484279,-4585.9,10375,8
120480,3,best_r_change,4,3,1.03823179504,-4606.16666667,10333,9
120481,3,best_r_change,3,4,1.0386882579,-4661.2,10399,8
120483,3,best_r_change,4,3,1.03859188987,-4649.66666667,10342,8
120484,3,best_r_change,3,4,1.03951230039,-4760.6,10245,8
120488,3,best_r_change,4,3,1.03989470597,-4806.83333333,10157,8
120489,3,best_r_change,3,4,1.03814871067,-4596.5,10321,8
120491,3,best_r_change,4,3,1.03843717235,-4631.33333333,10390,8
120492,3,best_r_change,3,4,1.03851459018,-4640.7,10295,8
120498,3,best_r_change,4,3,1.03859261841,-4650.33333333,10334,8
120499,3,best_r_change,3,4,1.03911733707,-4713.6,10271,8
120500,3,best_r_change,4,3,1.03834301521,-4620.33333333,10326,8
120501,3,best_r_change,3,4,1.03881212604,-4676.9,10357,8
120506,3,best_r_change,4,3,1.03867442285,-4660.5,10335,8
120507,3,best_r_change,3,4,1.03922925639,-4727.4,10286,8
120511,3,best_r_change,4,3,1.03897154617,-4696.5,10319,8
120514,3,best_r_change,3,4,1.0392775943,-4733.5,10298,8
120517,3,best_r_change,4,3,1.03909268679,-4711.33333333,10337,8
120518,3,best_r_change,3,4,1.03861829768,-4654.2,10329,8
120523,3,best_r_change,4,3,1.03855004162,-4646.16666667,10320,8
120524,3,best_r_change,3,4,1.03911752016,-4714.6,10266,8
120527,3,best_r_change,4,3,1.03900785716,-4701.5,10288,8
120528,3,best_r_change,3,4,1.0380475906,-4585.8,10364,8
120530,3,best_r_change,4,3,1.03909953262,-4712.66666667,10298,8
120531,3,best_r_change,3,4,1.03938405887,-4747,10317,8
120532,3,best_r_change,4,3,1.03790003208,-4568.16666667,10408,8
120533,3,best_r_change,3,4,1.03864584803,-4658.1,10337,8
120535,3,best_r_change,4,3,1.0399759406,-4818.5,10256,8
120537,3,best_r_change,3,4,1.03877647527,-4674,10380,7
120542,3,best_r_change,4,3,1.03869743879,-4664.66666667,10296,8
120543,3,best_r_change,3,4,1.0406137229,-4895.7,10160,8
120546,3,best_r_change,4,3,1.03898373512,-4699.33333333,10279,8
120547,3,best_r_change,3,4,1.03748745303,-4519,10422,8
120556,3,best_r_change,4,3,1.03793810898,-4573.66666667,10355,8
120557,3,best_r_change,3,4,1.03967832643,-4783.5,10291,8
120564,3,best_r_change,4,3,1.03798535771,-4579.66666667,10375,8
120565,3,best_r_change,3,4,1.03971882387,-4788.7,10246,8
120573,3,best_r_change,4,3,1.03975185158,-4793,10252,8
120574,3,best_r_change,3,4,1.03935342611,-4745,10267,8
120578,3,best_r_change,4,3,1.0382684514,-4614.33333333,10316,8
120579,3,best_r_change,3,4,1.0395848365,-4773.1,10263,8
120580,3,best_r_change,4,3,1.03845441477,-4636.83333333,10323,8
120581,3,best_r_change,3,4,1.03894311707,-4695.8,10281,8
120584,3,best_r_change,4,3,1.03958789447,-4773.66666667,10227,8
120585,3,best_r_change,3,4,1.03917900236,-4724.4,10345,8
120587,3,best_r_change,4,3,1.03859315957,-4653.83333333,10352,8
120588,3,best_r_change,3,4,1.03872358775,-4669.6,10312,8
120594,3,best_r_change,4,3,1.03748942733,-4521,10447,8
120595,3,best_r_change,3,4,1.03863593018,-4659.3,10308,8
120599,3,best_r_change,4,3,1.03884775164,-4685,10330,8
120600,3,best_r_change,3,4,1.03860116086,-4655.3,10352,8
120602,3,best_r_change,4,3,1.03955849267,-4770.83333333,10253,8
120603,3,best_r_change,3,4,1.03930084658,-4739.8,10273,8
120604,3,best_r_change,4,3,1.03878257216,-4677.33333333,10390,8
120605,3,best_r_change,3,4,1.04024957506,-4854.3,10204,8
120606,3,best_r_change,4,3,1.03897816029,-4701,10352,8
120607,3,best_r_change,3,4,1.03855497608,-4650,10281,8
120611,3,best_r_change,4,3,1.03930957099,-4741.16666667,10241,8
120612,3,best_r_change,3,4,1.03907985938,-4713.5,10299,8
120614,3,best_r_change,4,3,1.03799033832,-4582.16666667,10424,8
120615,3,best_r_change,3,4,1.03884425652,-4685.2,10315,8
120616,3,best_r_change,4,3,1.04020610864,-4849.5,10224,8
120617,3,best_r_change,3,4,1.03862722502,-4659.1,10288,8
120619,3,best_r_change,4,3,1.03946586635,-4760.33333333,10213,8
120620,3,best_r_change,3,4,1.0390581993,-4711.2,10305,8
120624,3,best_r_change,4,3,1.03885766238,-4687.16666667,10297,8
120626,3,best_r_change,3,4,1.03867657056,-4665.4,10404,8
120629,3,best_r_change,4,3,1.03806713145,-4592,10383,8
120630,3,best_r_change,3,4,1.03927961535,-4738.3,10254,8
120632,3,best_r_change,4,3,1.03848205009,-4642.16666667,10336,8
120633,3,best_r_change,3,4,1.04009516467,-4836.8,10188,8
120636,3,best_r_change,4,3,1.03752749318,-4527.16666667,10421,8
120637,3,best_r_change,3,4,1.03903280088,-4708.8,10342,8
120638,3,best_r_change,4,3,1.0399804926,-4823.16666667,10273,8
120639,3,best_r_change,3,4,1.03871384876,-4670.4,10311,9
120640,3,best_r_change,4,3,1.03830818966,-4621.5,10358,8
120642,3,best_r_change,3,4,1.03850980587,-4645.9,10368,8
120645,3,best_r_change,4,3,1.03944630942,-4759,10275,8
120646,3,best_r_change,3,4,1.03899258989,-4704.3,10299,8
120652,3,best_r_change,4,3,1.03896191802,-4700.83333333,10342,8
120653,3,best_r_change,3,4,1.03836373733,-4628.7,10399,8
120659,3,best_r_change,4,3,1.03904115455,-4710.66666667,10308,8
120660,3,best_r_change,3,4,1.03887037958,-4690.1,10315,8
120664,3,best_r_change,4,3,1.03931164225,-4743.5,10275,8
120666,3,best_r_change,3,4,1.03892645816,-4697.1,10321,8
120675,3,best_r_change,4,3,1.0381783026,-4607.16666667,10425,8
120677,3,best_r_change,3,4,1.03961401095,-4780.5,10254,8
120678,3,best_r_change,4,3,1.03872426347,-4673.16666667,10339,8
120679,3,best_r_change,3,4,1.03798423918,-4583.9,10394,8
120680,3,best_r_change,4,3,1.03774582919,-4555.16666667,10347,8
120681,3,best_r_change,3,4,1.03895476504,-4701.1,10378,8
120684,3,best_r_change,4,3,1.03837432192,-4631.16666667,10371,8
120685,3,best_r_change,3,4,1.03938020467,-4752.6,10301,8
120690,3,best_r_change,4,3,1.0383931284,-4633.66666667,10384,8
120691,3,best_r_change,3,4,1.03925727685,-4738,10256,8
120692,3,best_r_change,4,3,1.0385664888,-4654.66666667,10388,8
120693,3,best_r_change,3,4,1.03870978433,-4672,10386,8
120695,3,best_r_change,4,3,1.03885137468,-4689.16666667,10277,8
120697,3,best_r_change,3,4,1.03928266651,-4741.3,10352,8
120698,3,best_r_change,4,3,1.03833396853,-4626.83333333,10328,8
120699,3,best_r_change,3,4,1.03936735184,-4751.6,10271,7
120703,3,best_r_change,4,3,1.03832547658,-4626,10381,8
120704,3,best_r_change,3,4,1.03922239528,-4734.3,10283,8
120705,3,best_r_change,4,3,1.03978846499,-4802.66666667,10201,8
120706,3,best_r_change,3,4,1.0386567362,-4666.1,10295,8
120707,3,best_r_change,4,3,1.0390601484,-4714.83333333,10287,8
120708,3,best_r_change,3,4,1.040278192,-4861.9,10194,8
120714,3,best_r_change,4,3,1.03838273384,-4633.33333333,10348,8
120715,3,best_r_change,3,4,1.03920391004,-4732.5,10324,8
120716,3,best_r_change,4,3,1.03997122723,-4825.16666667,10234,8
120717,3,best_r_change,3,4,1.03914941558,-4726,10281,8
120722,3,best_r_change,4,3,1.03923062905,-4736,10300,8
120723,3,best_r_change,3,4,1.0394291063,-4760,10214,8
120724,3,best_r_change,4,3,1.03788807528,-4574,10426,8
120726,3,best_r_change,3,4,1.03832314497,-4626.6,10365,8
120728,3,best_r_change,4,3,1.03882694984,-4687.5,10273,8
120731,3,best_r_change,3,4,1.03836297223,-4631.6,10403,8
120736,3,best_r_change,4,3,1.03974235798,-4798.33333333,10237,8
120737,3,best_r_change,3,4,1.03963242419,-4785.1,10268,8
120744,3,best_r_change,4,3,1.03857748625,-4658,10381,8
120745,3,best_r_change,3,4,1.03827653319,-4621.7,10388,8
120746,3,best_r_change,4,3,1.03851473341,-4650.5,10369,8
120747,3,best_r_change,3,4,1.03846472376,-4644.5,10310,8
120754,3,best_r_change,4,3,1.03878684488,-4683.66666667,10362,8
120755,3,best_r_change,3,4,1.03867500311,-4670.2,10339,8
120759,3,best_r_change,4,3,1.03889013103,-4696.33333333,10332,8
120760,3,best_r_change,3,4,1.03932593574,-4749,10349,8
120769,3,best_r_change,4,3,1.03871440519,-4675.5,10337,8
120771,3,best_r_change,3,4,1.03948630052,-4768.8,10228,9
120776,3,best_r_change,4,3,1.03796698019,-4585.5,10403,8
120777,3,best_r_change,3,4,1.03977495715,-4803.9,10234,8
120784,3,best_r_change,4,3,1.03901316951,-4712.16666667,10318,8
120787,3,best_r_change,3,4,1.03906132282,-4718.1,10322,8
120788,3,best_r_change,4,3,1.03864208365,-4667.5,10344,8
120789,3,best_r_change,3,4,1.03824851601,-4620,10413,8
120792,3,best_r_change,4,3,1.03849178754,-4649.5,10353,8
120793,3,best_r_change,3,4,1.03781676091,-4568,10462,8
120796,3,best_r_change,4,3,1.03889477577,-4698.33333333,10377,9
120797,3,best_r_change,3,4,1.03913259435,-4727.1,10296,8
120802,3,best_r_change,4,3,1.03832304101,-4629.5,10335,8
120805,3,best_r_change,3,4,1.03987583295,-4817.2,10223,8
120810,3,best_r_change,4,3,1.03857296581,-4660,10316,8
120811,3,best_r_change,3,4,1.03924228754,-4740.9,10313,8
120813,3,best_r_change,4,3,1.03904105243,-4716.66666667,10322,8
120814,3,best_r_change,3,4,1.03853692453,-4655.8,10390,8
120817,3,best_r_change,4,3,1.03833759598,-4631.83333333,10420,8
120819,3,best_r_change,3,4,1.03968250027,-4794.4,10237,8
120822,3,best_r_change,4,3,1.03872639089,-4679,10345,8
120823,3,best_r_change,3,4,1.03869627472,-4675.4,10358,8
120828,3,best_r_change,4,3,1.0385630814,-4659.5,10365,8
120830,3,best_r_change,3,4,1.03746503352,-4526.9,10428,8
120833,3,best_r_change,4,3,1.03811044996,-4605,10394,8
120834,3,best_r_change,3,4,1.0389335783,-4704.5,10351,8
120835,3,best_r_change,4,3,1.03989600143,-4820.83333333,10236,8
120836,3,best_r_change,3,4,1.03839253203,-4639.2,10369,8
120837,3,best_r_change,4,3,1.03910088246,-4724.83333333,10350,8
120838,3,best_r_change,3,4,1.03844734272,-4645.9,10315,8
120844,3,best_r_change,4,3,1.0393772136,-4758.5,10288,8
120845,3,best_r_change,3,4,1.03984939385,-4815.6,10190,8
120848,3,best_r_change,4,3,1.03982826912,-4813.16666667,10249,8
120849,3,best_r_change,3,4,1.03953363288,-4777.6,10288,8
120851,3,best_r_change,4,3,1.03803857643,-4597,10472,8
120853,3,best_r_change,3,4,1.03953315185,-4777.7,10309,8
120854,3,best_r_change,4,3,1.03982767085,-4813.33333333,10255,8
120855,3,best_r_change,3,4,1.0381084771,-4605.6,10404,8
120860,3,best_r_change,4,3,1.03866181257,-4672.66666667,10313,8
120863,3,best_r_change,3,4,1.0390185582,-4715.9,10312,8
120867,3,best_r_change,4,3,1.03841826139,-4643.5,10400,8
120868,3,best_r_change,3,4,1.03882582652,-4692.8,10286,8
120881,3,best_r_change,4,3,1.03753553771,-4537.33333333,10482,8
120882,3,best_r_change,3,4,1.03920848431,-4739.6,10345,9
120884,3,best_r_change,4,3,1.03900571347,-4715.16666667,10343,8
120886,3,best_r_change,3,4,1.0400220042,-4838.1,10227,8
120889,3,best_r_change,4,3,1.03864426595,-4671.66666667,10335,8
120890,3,best_r_change,3,4,1.03954338655,-4780.4,10249,8
120894,3,best_r_change,4,3,1.03913483437,-4731.16666667,10389,8
120895,3,best_r_change,3,4,1.03873195748,-4682.5,10333,8
120896,3,best_r_change,4,3,1.03740956414,-4522.66666667,10503,8
120898,3,best_r_change,3,4,1.03902711377,-4718.3,10386,8
120899,3,best_r_change,4,3,1.03850872767,-4655.66666667,10379,8
120900,3,best_r_change,3,4,1.03771794872,-4560.1,10439,8
120905,3,best_r_change,4,3,1.03902099444,-4717.83333333,10288,8
120906,3,best_r_change,3,4,1.03936611913,-4759.6,10286,8
120911,3,best_r_change,4,3,1.03793148128,-4586.33333333,10436,8
120912,3,best_r_change,3,4,1.03816990869,-4615.2,10433,8
120914,3,best_r_change,4,3,1.0384295174,-4646.66666667,10384,8
120915,3,best_r_change,3,4,1.0390621511,-4723.2,10277,8
120920,3,best_r_change,4,3,1.03808716507,-4605.5,10384,8
120921,3,best_r_change,3,4,1.03956632843,-4784.4,10318,7
120927,3,best_r_change,4,3,1.03813733354,-4611.83333333,10426,8
120928,3,best_r_change,3,4,1.0393763231,-4761.7,10312,8
120934,3,best_r_change,4,3,1.03890414055,-4704.83333333,10330,8
120935,3,best_r_change,3,4,1.03967999338,-4798.7,10285,8
120936,3,best_r_change,4,3,1.04016449472,-4857.33333333,10239,8
120937,3,best_r_change,3,4,1.03888636232,-4702.8,10334,7
120938,3,best_r_change,4,3,1.03778795747,-4570,10402,8
120939,3,best_r_change,3,4,1.03950255914,-4777.4,10296,8
120943,3,best_r_change,4,3,1.03790766449,-4584.66666667,10443,8
120946,3,best_r_change,3,4,1.03859408331,-4667.8,10343,8
120948,3,best_r_change,4,3,1.038738411,-4685.33333333,10331,8
120949,3,best_r_change,3,4,1.03834922157,-4638.3,10410,8
120950,3,best_r_change,4,3,1.03877221993,-4689.5,10405,8
120951,3,best_r_change,3,4,1.03918115601,-4739,10305,8
120952,3,best_r_change,4,3,1.0381583879,-4615.33333333,10467,8
120953,3,best_r_change,3,4,1.03961042719,-4791,10298,8
120954,3,best_r_change,4,3,1.03896522645,-4713,10290,8
120955,3,best_r_change,3,4,1.03890455128,-4705.7,10332,8
120959,3,best_r_change,4,3,1.0394486286,-4771.66666667,10243,8
120960,3,best_r_change,3,4,1.0397337963,-4806.2,10255,8
120965,3,best_r_change,4,3,1.03866269858,-4676.83333333,10385,8
120966,3,best_r_change,3,4,1.03896962783,-4714,10307,8
120967,3,best_r_change,4,3,1.03900099476,-4717.83333333,10344,8
120968,3,best_r_change,3,4,1.03967247537,-4799.1,10241,8
120980,3,best_r_change,4,3,1.03830247424,-4633.83333333,10468,8
120981,3,best_r_change,3,4,1.03906481183,-4726.1,10338,8
120985,3,best_r_change,4,3,1.03861911256,-4672.33333333,10352,8
120986,3,best_r_change,3,4,1.03916568859,-4738.5,10364,8
120991,3,best_r_change,4,3,1.03852628157,-4661.33333333,10338,8
120992,3,best_r_change,3,4,1.03889017456,-4705.4,10326,8
120997,3,best_r_change,4,3,1.03809598585,-4609.5,10448,8
120998,3,best_r_change,3,4,1.03885270831,-4701.1,10329,8
120999,3,best_r_change,4,3,1.03827717584,-4631.5,10455,8
121000,3,best_r_change,3,4,1.03902066116,-4721.5,10372,8
121001,3,best_r_change,4,3,1.03909196343,-4730.16666667,10320,7
121002,3,best_r_change,3,4,1.03928447464,-4753.5,10255,8
121010,3,best_r_change,4,3,1.03954907308,-4785.83333333,10276,8
121012,3,best_r_change,3,4,1.03937791293,-4765.2,10345,8
121013,3,best_r_change,4,3,1.03868041726,-4680.83333333,10387,8
121014,3,best_r_change,3,4,1.03839225214,-4646,10377,8
121018,3,best_r_change,4,3,1.03876558308,-4691.33333333,10361,8
121020,3,best_r_change,3,4,1.03887787143,-4705,10387,8
121022,3,best_r_change,4,3,1.0383332507,-4639.16666667,10384,8
121024,3,best_r_change,3,4,1.03834198176,-4640.3,10373,8
121025,3,best_r_change,4,3,1.03851132686,-4660.83333333,10437,8
121026,3,best_r_change,3,4,1.03888255416,-4705.8,10340,8
121028,3,best_r_change,4,3,1.03782044926,-4577.33333333,10389,8
121029,3,best_r_change,3,4,1.03924266085,-4749.5,10357,8
121031,3,best_r_change,4,3,1.03855623766,-4666.5,10432,8
121032,3,best_r_change,3,4,1.03807092339,-4607.8,10431,8
121034,3,best_r_change,4,3,1.03776762452,-4571.16666667,10479,8
121035,3,best_r_change,3,4,1.03882678564,-4699.4,10349,8
121039,3,best_r_change,4,3,1.03813371448,-4615.66666667,10424,8
121041,3,best_r_change,3,4,1.04019877562,-4865.7,10143,8
121043,3,best_r_change,4,3,1.03847530767,-4657.16666667,10356,8
121044,3,best_r_change,3,4,1.03967648128,-4802.6,10310,8
121048,3,best_r_change,4,3,1.03884684863,-4702.33333333,10352,8
121049,3,best_r_change,3,4,1.03846624094,-4656.3,10315,8
121052,3,best_r_change,4,3,1.03858534624,-4670.83333333,10388,8
121053,3,best_r_change,3,4,1.03910766359,-4734.1,10318,8
121058,3,best_r_change,4,3,1.03888356545,-4707.16666667,10336,8
121059,3,best_r_change,3,4,1.03892482178,-4712.2,10347,8
121061,3,best_r_change,4,3,1.03936307591,-4765.33333333,10301,8
121062,3,best_r_change,3,4,1.03901884985,-4723.7,10387,8
121064,3,best_r_change,4,3,1.03799780832,-4600.16666667,10357,8
121065,3,best_r_change,3,4,1.03987857762,-4827.9,10265,8
121070,3,best_r_change,4,3,1.03818314474,-4622.83333333,10420,8
121071,3,best_r_change,3,4,1.03905972529,-4729,10321,8
121073,3,best_r_change,4,3,1.03842034695,-4651.66666667,10398,8
121074,3,best_r_change,3,4,1.03955101839,-4788.6,10272,8
121083,3,best_r_change,4,3,1.03979914604,-4819,10275,8
121084,3,best_r_change,3,4,1.03832711176,-4640.8,10462,8
121088,3,best_r_change,4,3,1.03911205074,-4736,10314,8
121089,3,best_r_change,3,4,1.03945445086,-4777.5,10288,8
121090,3,best_r_change,4,3,1.03816169791,-4621,10381,8
121092,3,best_r_change,3,4,1.03899184091,-4721.6,10343,8
121101,3,best_r_change,4,3,1.03926336969,-4754.83333333,10371,9
121102,3,best_r_change,3,4,1.03817360572,-4622.9,10409,8
121103,3,best_r_change,4,3,1.03940860259,-4772.5,10276,8
121104,3,best_r_change,3,4,1.04008538116,-4854.5,10205,8
121106,3,best_r_change,4,3,1.03832180074,-4641,10393,8
121107,3,best_r_change,3,4,1.03877315102,-4695.7,10422,8
121109,3,best_r_change,4,3,1.03889471468,-4710.5,10377,8
121110,3,best_r_change,3,4,1.03928577326,-4757.9,10385,8
121112,3,best_r_change,4,3,1.03919787745,-4747.33333333,10310,8
121115,3,best_r_change,3,4,1.03965487347,-4802.8,10247,8
121118,3,best_r_change,4,3,1.03896475613,-4719.33333333,10311,8
121119,3,best_r_change,3,4,1.03921102387,-4749.2,10273,8
121123,3,best_r_change,4,3,1.03864116091,-4680.33333333,10415,8
121124,3,best_r_change,3,4,1.03951735412,-4786.5,10274,8
121128,3,best_r_change,4,3,1.03817311714,-4623.83333333,10421,8
121129,3,best_r_change,3,4,1.0387066681,-4688.5,10422,8
121133,3,best_r_change,4,3,1.03804908654,-4609,10434,8
121134,3,best_r_change,3,4,1.03835421929,-4646,10407,8
121139,3,best_r_change,4,3,1.03999812887,-4845.33333333,10185,8
121141,3,best_r_change,3,4,1.03952253985,-4787.8,10311,8
121149,3,best_r_change,4,3,1.03934686488,-4766.83333333,10333,8
121151,3,best_r_change,3,4,1.03867157514,-4685.1,10376,8
121156,3,best_r_change,4,3,1.0389442812,-4718.33333333,10346,8
121157,3,best_r_change,3,4,1.03795571036,-4598.6,10430,8
121161,3,best_r_change,4,3,1.03894404965,-4718.5,10355,8
121162,3,best_r_change,3,4,1.03887687559,-4710.4,10358,7
121166,3,best_r_change,4,3,1.03841149057,-4654.16666667,10416,9
121168,3,best_r_change,3,4,1.04074260531,-4936.7,10169,8
121178,3,best_r_change,4,3,1.03813398472,-4621,10440,8
121179,3,best_r_change,3,4,1.03968426873,-4808.9,10292,8
121181,3,best_r_change,4,3,1.03935985564,-4769.66666667,10322,8
121183,3,best_r_change,3,4,1.04019045576,-4870.4,10246,8
121186,3,best_r_change,4,3,1.03745207092,-4538.66666667,10506,8
121187,3,best_r_change,3,4,1.03885730318,-4709,10398,8
121191,3,best_r_change,4,3,1.03890277881,-4714.66666667,10344,8
121192,3,best_r_change,3,4,1.03905950888,-4733.7,10355,8
121194,3,best_r_change,4,3,1.03754036228,-4549.66666667,10516,8
121195,3,best_r_change,3,4,1.03870291679,-4690.6,10407,8
121197,3,best_r_change,4,3,1.03847867521,-4663.5,10448,8
121198,3,best_r_change,3,4,1.03875971551,-4697.6,10367,8
121203,3,best_r_change,4,3,1.03898418356,-4725,10408,8
121204,3,best_r_change,3,4,1.03905564173,-4733.7,10375,8
121206,3,best_r_change,4,3,1.03770715421,-4570.33333333,10489,8
121207,3,best_r_change,3,4,1.03940036467,-4775.6,10343,8
121209,3,best_r_change,4,3,1.03899462911,-4726.5,10373,8
121210,3,best_r_change,3,4,1.0392228364,-4754.2,10409,8
121213,3,best_r_change,4,3,1.03939208941,-4774.83333333,10323,8
121214,3,best_r_change,3,4,1.03951853746,-4790.2,10333,8
121218,3,best_r_change,4,3,1.03912235257,-4742.33333333,10426,8
121220,3,best_r_change,3,4,1.03931034483,-4765.2,10315,8
121223,3,best_r_change,4,3,1.03906986848,-4736.16666667,10382,8
121224,3,best_r_change,3,4,1.03983534614,-4829,10282,8
121231,3,best_r_change,4,3,1.03913602956,-4744.5,10342,8
121232,3,best_r_change,3,4,1.03867543223,-4688.7,10378,8
121234,3,best_r_change,4,3,1.03889447955,-4715.33333333,10374,8
121235,3,best_r_change,3,4,1.03862415969,-4682.6,10386,8
121236,3,best_r_change,4,3,1.03915503646,-4747,10354,8
121237,3,best_r_change,3,4,1.03898479837,-4726.4,10326,8
121245,3,best_r_change,4,3,1.03829298803,-4642.83333333,10477,8
121247,3,best_r_change,3,4,1.038978284,-4726,10373,8
121256,3,best_r_change,4,3,1.03967226364,-4810.5,10338,8
121257,3,best_r_change,3,4,1.03884724181,-4710.5,10430,8
121259,3,best_r_change,4,3,1.03911462242,-4743,10339,8
121260,3,best_r_change,3,4,1.03752927594,-4550.8,10522,8
121261,3,best_r_change,4,3,1.03806252629,-4615.5,10409,8
121262,3,best_r_change,3,4,1.03887780178,-4714.4,10361,8
121263,3,best_r_change,4,3,1.03908721814,-4739.83333333,10349,8
121264,3,best_r_change,3,4,1.03874934028,-4698.9,10385,8
121271,3,best_r_change,4,3,1.03796868171,-4604.5,10458,7
121273,3,best_r_change,3,4,1.03887839832,-4714.9,10333,8
121274,3,best_r_change,4,3,1.03833055725,-4648.5,10439,8
121275,3,best_r_change,3,4,1.03931972789,-4768.5,10348,8
121295,3,best_r_change,4,3,1.03875262789,-4700.5,10311,8
121296,3,best_r_change,3,4,1.03832937607,-4649.2,10463,8
121310,3,best_r_change,4,3,1.03903910093,-4735.83333333,10339,8
121311,3,best_r_change,3,4,1.03845735341,-4665.3,10363,8
121312,3,best_r_change,4,3,1.03901372769,-4732.83333333,10397,8
121313,3,best_r_change,3,4,1.03891503796,-4720.9,10416,8
121314,3,best_r_change,4,3,1.03903506603,-4735.5,10368,8
121315,3,best_r_change,3,4,1.03873634753,-4699.3,10434,8
121322,3,best_r_change,4,3,1.03790463944,-4598.66666667,10525,8
121323,3,best_r_change,3,4,1.03928026837,-4765.6,10335,8
121324,3,best_r_change,4,3,1.03886425329,-4715.16666667,10376,8
121325,3,best_r_change,3,4,1.03856583557,-4679,10429,8
121330,3,best_r_change,4,3,1.03990082145,-4841.16666667,10289,8
121331,3,best_r_change,3,4,1.03854909298,-4677.2,10385,8
121343,3,best_r_change,4,3,1.038542259,-4676.83333333,10406,7
121345,3,best_r_change,3,4,1.03843421649,-4663.8,10505,8
121355,3,best_r_change,4,3,1.03969758148,-4817.5,10375,8
121356,3,best_r_change,3,4,1.03847110979,-4668.7,10429,8
121359,3,best_r_change,4,3,1.03878437803,-4706.83333333,10274,8
121360,3,best_r_change,3,4,1.03975527357,-4824.7,10261,8
121363,3,best_r_change,4,3,1.03914152858,-4750.33333333,10320,8
121364,3,best_r_change,3,4,1.03948782176,-4792.4,10324,8
121368,3,best_r_change,4,3,1.03864417859,-4690.16666667,10425,8
121369,3,best_r_change,3,4,1.03852384052,-4675.6,10439,8
121371,3,best_r_change,4,3,1.03731259252,-4528.66666667,10490,8
121372,3,best_r_change,3,4,1.03844544046,-4666.2,10440,8
121376,3,best_r_change,4,3,1.03773672994,-4580.33333333,10508,8
121377,3,best_r_change,3,4,1.03899750365,-4733.4,10435,8
121382,3,best_r_change,4,3,1.03931115542,-4771.66666667,10337,8
121383,3,best_r_change,3,4,1.03915457684,-4752.7,10414,7
121391,3,best_r_change,4,3,1.03859841339,-4685.5,10377,8
121392,3,best_r_change,3,4,1.0395553249,-4801.7,10255,8
121395,3,best_r_change,4,3,1.03910100636,-4746.66666667,10350,8
121396,3,best_r_change,3,4,1.03947247026,-4791.8,10357,8
121410,3,best_r_change,4,3,1.0387076847,-4699.5,10386,8
121411,3,best_r_change,3,4,1.0394955976,-4795.2,10385,8
121415,3,best_r_change,4,3,1.03843978641,-4667.16666667,10397,8
121416,3,best_r_change,3,4,1.03910851947,-4748.4,10359,8
121419,3,best_r_change,4,3,1.03959704275,-4807.83333333,10295,8
121420,3,best_r_change,3,4,1.03972656893,-4823.6,10303,8
121425,3,best_r_change,4,3,1.03940841397,-4785.16666667,10297,8
121427,3,best_r_change,3,4,1.03861167615,-4688.5,10432,8
121435,3,best_r_change,4,3,1.03863383703,-4691.5,10428,8
121436,3,best_r_change,3,4,1.03902384795,-4738.9,10387,8
121441,3,best_r_change,4,3,1.03984650983,-4839,10289,8
