n,K,event,old_best_r,new_best_r,best_ratio,best_margin,exact_holes,max_depth
10001,3,initial_best_r,,3,0.969886344699,301.166666667,1093,6
10001,5,initial_best_r,,2,0.895510448955,1045,1093,6
10001,7,initial_best_r,,2,0.890710928907,1093,1093,6
10001,9,initial_best_r,,2,0.890710928907,1093,1093,6
10001,11,initial_best_r,,2,0.890710928907,1093,1093,6
100299,5,best_r_change,2,3,0.932652701755,6754.86666667,8597,8
100300,5,best_r_change,3,2,0.93110667996,6910,8705,8
100308,5,best_r_change,2,3,0.932055934389,6815.33333333,8679,8
100309,5,best_r_change,3,2,0.930614401499,6960,8720,8
100768,5,best_r_change,2,3,0.93196054303,6856.2,8721,8
100769,5,best_r_change,3,2,0.930286099892,7025,8805,8
101226,5,best_r_change,2,3,0.931499812301,6934,8807,8
101227,5,best_r_change,3,2,0.931836367767,6900,8705,8
101260,5,best_r_change,2,3,0.931165975377,6970.13333333,8861,8
101261,5,best_r_change,3,2,0.931602492569,6926,8726,7
101540,5,best_r_change,2,3,0.930852865866,7021.2,8894,8
101541,5,best_r_change,3,2,0.930363104559,7071,8851,7
101551,5,best_r_change,2,3,0.931247681789,6981.86666667,8867,8
101552,5,best_r_change,3,2,0.930882700488,7019,8838,8
101680,5,best_r_change,2,3,0.931869918699,6927.46666667,8824,8
101681,5,best_r_change,3,2,0.930124605384,7105,8869,8
101687,5,best_r_change,2,3,0.932586597435,6855.06666667,8732,8
101688,5,best_r_change,3,2,0.931929037841,6922,8714,7
101748,5,best_r_change,2,3,0.931661228394,6953.33333333,8840,8
101749,5,best_r_change,3,2,0.930918239983,7029,8841,8
101883,5,best_r_change,2,3,0.932406780326,6886.6,8773,8
101884,5,best_r_change,3,2,0.930803659063,7050,8856,8
101940,5,best_r_change,2,3,0.932912170558,6838.93333333,8739,8
101941,5,best_r_change,3,2,0.930204726263,7115,8925,8
102107,5,best_r_change,2,3,0.931996826858,6943.6,8849,8
102108,5,best_r_change,3,2,0.931004426685,7045,8861,8
102398,5,best_r_change,2,3,0.932186826566,6943.93333333,8843,8
102399,5,best_r_change,3,2,0.931386048692,7026,8843,8
102414,5,best_r_change,2,3,0.930924808457,7074.26666667,8982,8
102415,5,best_r_change,3,2,0.930449641166,7123,8935,8
102472,5,best_r_change,2,3,0.933253962058,6839.6,8757,8
102473,5,best_r_change,3,2,0.931611253696,7008,8825,8
102476,5,best_r_change,2,3,0.931554054933,7014.06666667,8911,8
102477,5,best_r_change,3,2,0.93141875738,7028,8869,8
102516,5,best_r_change,2,3,0.932192048071,6951.4,8865,8
102517,5,best_r_change,3,2,0.93159183355,7013,8842,8
102528,5,best_r_change,2,3,0.931634935497,7009.33333333,8896,8
102529,5,best_r_change,3,2,0.932321587063,6939,8771,8
102588,5,best_r_change,2,3,0.932344263787,6940.66666667,8858,8
102589,5,best_r_change,3,2,0.931883535272,6988,8866,8
102748,5,best_r_change,2,3,0.931177249192,7071.4,8985,8
102749,5,best_r_change,3,2,0.931571110181,7031,8894,8
102810,5,best_r_change,2,3,0.932522128198,6937.4,8845,8
102811,5,best_r_change,3,2,0.930746709982,7120,8924,8
102993,5,best_r_change,2,3,0.930234740872,7185.33333333,9094,8
102994,5,best_r_change,3,2,0.931102782686,7096,8958,7
103028,5,best_r_change,2,3,0.93140958445,7066.73333333,8969,8
103029,5,best_r_change,3,2,0.931446485941,7063,8906,8
103057,5,best_r_change,2,3,0.931788557142,7029.66666667,8933,8
103058,5,best_r_change,3,2,0.930757437559,7136,8949,7
103060,5,best_r_change,2,3,0.931632058995,7046,8964,8
103061,5,best_r_change,3,2,0.931885000146,7020,8877,7
103122,5,best_r_change,2,3,0.931036377624,7111.66666667,9032,8
103123,5,best_r_change,3,2,0.931053208305,7110,8974,8
103147,5,best_r_change,2,3,0.931464156334,7069.26666667,8995,8
103148,5,best_r_change,3,2,0.930798464342,7138,8997,8
103176,5,best_r_change,2,3,0.931550619007,7062.33333333,8982,8
103177,5,best_r_change,3,2,0.932126345988,7003,8842,8
103215,5,best_r_change,2,3,0.932332186859,6984.33333333,8904,8
103216,5,best_r_change,3,2,0.931725701442,7047,8884,8
103227,5,best_r_change,2,3,0.931953203458,7024.26666667,8948,8
103228,5,best_r_change,3,2,0.931472081218,7074,8918,8
103251,5,best_r_change,2,3,0.931646182604,7057.6,8978,8
103252,5,best_r_change,3,2,0.931129663348,7111,8963,8
103286,5,best_r_change,2,3,0.931594472307,7065.33333333,8987,8
103287,5,best_r_change,3,2,0.931985632267,7025,8919,8
103381,5,best_r_change,2,3,0.932315738224,6997.26666667,8905,8
103382,5,best_r_change,3,2,0.931264630206,7106,8974,8
103449,5,best_r_change,2,3,0.932078608783,7026.4,8946,8
103450,5,best_r_change,3,2,0.93116481392,7121,9002,7
103467,5,best_r_change,2,3,0.933365549724,6894.46666667,8812,8
103468,5,best_r_change,3,2,0.931099470368,7129,8982,8
103480,5,best_r_change,2,3,0.931749130267,7062.6,8983,8
103481,5,best_r_change,3,2,0.931687942714,7069,8920,8
103502,5,best_r_change,2,3,0.931632238991,7076.2,8986,7
103503,5,best_r_change,3,2,0.931605847174,7079,8964,8
103536,5,best_r_change,2,3,0.932859424097,6951.46666667,8873,8
103537,5,best_r_change,3,2,0.929928431382,7255,9089,8
103569,5,best_r_change,2,3,0.931845758222,7058.66666667,8989,8
103570,5,best_r_change,3,2,0.931688712948,7075,8976,8
103602,5,best_r_change,2,3,0.932801168575,6961.93333333,8891,8
103603,5,best_r_change,3,2,0.931054120054,7143,9028,8
103626,5,best_r_change,2,3,0.931730775417,7074.46666667,8993,8
103627,5,best_r_change,3,2,0.931031487933,7147,9031,8
103660,5,best_r_change,2,3,0.931074667181,7144.8,9080,8
103661,5,best_r_change,3,2,0.931796914944,7070,8944,8
103672,5,best_r_change,2,3,0.93117460195,7135.26666667,9067,8
103673,5,best_r_change,3,2,0.931129609445,7140,8950,7
103681,5,best_r_change,2,3,0.932755278209,6972,8887,8
103682,5,best_r_change,3,2,0.930933045273,7161,9017,8
103710,5,best_r_change,2,3,0.932008485199,7051.4,8968,8
103711,5,best_r_change,3,2,0.931000568889,7156,9029,8
103769,5,best_r_change,2,3,0.932645909022,6989.26666667,8909,8
103770,5,best_r_change,3,2,0.931868555459,7070,8982,7
103784,5,best_r_change,2,3,0.931810298312,7077,9010,8
103785,5,best_r_change,3,2,0.932475791299,7008,8904,8
103933,5,best_r_change,2,3,0.931197983316,7150.8,9084,8
103934,5,best_r_change,3,2,0.932110762599,7056,8927,8
103952,5,best_r_change,2,3,0.931856369606,7083.66666667,9021,8
103953,5,best_r_change,3,2,0.931632564717,7107,8961,8
103992,5,best_r_change,2,3,0.932206964638,7049.93333333,8989,8
103993,5,best_r_change,3,2,0.930841498947,7192,9074,8
104003,5,best_r_change,2,3,0.933292308876,6937.8,8877,8
104004,5,best_r_change,3,2,0.931368024307,7138,9003,8
104068,5,best_r_change,2,3,0.931464683348,7132.33333333,9067,7
104069,5,best_r_change,3,2,0.931814469246,7096,8956,8
104088,5,best_r_change,2,3,0.932177260267,7059.53333333,8982,8
104089,5,best_r_change,3,2,0.931385641134,7142,9048,8
104096,5,best_r_change,2,3,0.932507172866,7025.73333333,8979,8
104097,5,best_r_change,3,2,0.931410127093,7140,9002,8
104116,5,best_r_change,2,3,0.932071919782,7072.4,9010,8
104117,5,best_r_change,3,2,0.932402969736,7038,8910,8
104184,5,best_r_change,2,3,0.932262791471,7057.13333333,8968,8
104185,5,best_r_change,3,2,0.931669626146,7119,9011,8
104207,5,best_r_change,2,3,0.931754424687,7111.66666667,9041,8
104208,5,best_r_change,3,2,0.931675111316,7120,9022,8
104215,5,best_r_change,2,3,0.932593196757,7024.8,8959,8
104216,5,best_r_change,3,2,0.932793429032,7004,8876,8
104233,5,best_r_change,2,3,0.931816859024,7106.93333333,9055,8
104234,5,best_r_change,3,2,0.930943837903,7198,9065,7
104330,5,best_r_change,2,3,0.932599763571,7031.86666667,8980,8
104331,5,best_r_change,3,2,0.931947359845,7100,8983,7
104368,5,best_r_change,2,3,0.931597807757,7139,9085,8
104369,5,best_r_change,3,2,0.931358928417,7164,9056,8
104386,5,best_r_change,2,3,0.931796090153,7119.53333333,9064,8
104387,5,best_r_change,3,2,0.931715635089,7128,9033,8
104424,5,best_r_change,2,3,0.932087131949,7091.73333333,9046,8
104425,5,best_r_change,3,2,0.932305482404,7069,9011,8
104497,5,best_r_change,2,3,0.932103313971,7095,9041,8
104498,5,best_r_change,3,2,0.931979559417,7108,8951,8
104512,5,best_r_change,2,3,0.932053735456,7101.2,9046,8
104513,5,best_r_change,3,2,0.93096552582,7215,9113,8
104525,5,best_r_change,2,3,0.932442956231,7061.4,9012,8
104526,5,best_r_change,3,2,0.931978646461,7110,8984,7
104552,5,best_r_change,2,3,0.932139668937,7094.93333333,9033,7
104553,5,best_r_change,3,2,0.931011066158,7213,9134,8
104557,5,best_r_change,2,3,0.931861727734,7124.33333333,9065,8
104558,5,best_r_change,3,2,0.931138698139,7200,9052,8
104562,5,best_r_change,2,3,0.931639282595,7147.93333333,9084,8
104563,5,best_r_change,3,2,0.93173493492,7138,9060,8
104574,5,best_r_change,2,3,0.933072592933,6998.86666667,8931,8
104575,5,best_r_change,3,2,0.93139851781,7174,9076,8
104578,5,best_r_change,2,3,0.933051565976,7001.33333333,8950,8
104579,5,best_r_change,3,2,0.931563698257,7157,9047,8
104587,5,best_r_change,2,3,0.932065489337,7105.06666667,9052,8
104588,5,best_r_change,3,2,0.932277125483,7083,8954,8
104608,5,best_r_change,2,3,0.931500458856,7165.6,9112,8
104609,5,best_r_change,3,2,0.931745834488,7140,9053,8
104623,5,best_r_change,2,3,0.933337793793,6974.4,8909,9
104624,5,best_r_change,3,2,0.931258602233,7192,9076,7
104625,5,best_r_change,2,3,0.932771326165,7033.8,8981,8
104626,5,best_r_change,3,2,0.932416416569,7071,8985,8
104643,5,best_r_change,2,3,0.931885872283,7127.66666667,9078,8
104644,5,best_r_change,3,2,0.931281296587,7191,9074,8
104662,5,best_r_change,2,3,0.931632620563,7155.46666667,9089,8
104663,5,best_r_change,3,2,0.931761940705,7142,9024,8
104695,5,best_r_change,2,3,0.932382635274,7079.2,9025,7
104696,5,best_r_change,3,2,0.93127722167,7195,9072,8
104741,5,best_r_change,2,3,0.932288852185,7092.13333333,9047,8
104742,5,best_r_change,3,2,0.930763208646,7252,9109,8
104745,5,best_r_change,2,3,0.931652425732,7159.06666667,9104,8
104746,5,best_r_change,3,2,0.931166822599,7210,9120,8
104759,5,best_r_change,2,3,0.932632041161,7057.4,8992,8
104760,5,best_r_change,3,2,0.931452844597,7181,9072,8
104773,5,best_r_change,2,3,0.931840582338,7141.26666667,9093,8
104774,5,best_r_change,3,2,0.930020806689,7332,9215,8
104784,5,best_r_change,2,3,0.933132921057,7006.6,8963,8
104785,5,best_r_change,3,2,0.931335591926,7195,9143,8
104797,5,best_r_change,2,3,0.932002506433,7125.93333333,9074,8
104798,5,best_r_change,3,2,0.932012061299,7125,9038,8
104821,5,best_r_change,2,3,0.932014895234,7126.26666667,9084,8
104822,5,best_r_change,3,2,0.931846368129,7144,9051,8
104835,5,best_r_change,2,3,0.931288850734,7203.33333333,9162,8
104836,5,best_r_change,3,2,0.930901598687,7244,9126,8
104852,5,best_r_change,2,3,0.931760958303,7155,9107,8
104853,5,best_r_change,3,2,0.930388257847,7299,9245,8
104870,5,best_r_change,2,3,0.932051746607,7125.73333333,9084,8
104871,5,best_r_change,3,2,0.932469414805,7082,8997,8
104872,5,best_r_change,2,3,0.931721845043,7160.46666667,9119,8
104873,5,best_r_change,3,2,0.93056363411,7282,9125,8
104881,5,best_r_change,2,3,0.93357233436,6967,8926,8
104882,5,best_r_change,3,2,0.930970042524,7240,9100,8
104885,5,best_r_change,2,3,0.931868872257,7145.93333333,9102,8
104886,5,best_r_change,3,2,0.931439848979,7191,9096,8
104893,5,best_r_change,2,3,0.932739076964,7055.2,8995,7
104895,5,best_r_change,3,2,0.930644930645,7275,9159,8
104901,5,best_r_change,2,3,0.931899600576,7143.8,9084,8
104902,5,best_r_change,3,2,0.931679090961,7167,9055,8
104920,5,best_r_change,2,3,0.931693989071,7166.66666667,9128,8
104921,5,best_r_change,3,2,0.93167240114,7169,9082,8
104934,5,best_r_change,2,3,0.931968030699,7138.86666667,9098,8
104935,5,best_r_change,3,2,0.931395625864,7199,9119,8
104955,5,best_r_change,2,3,0.931899067854,7147.53333333,9105,8
104956,5,best_r_change,3,2,0.931761881169,7162,9035,8
104970,5,best_r_change,2,3,0.931807818107,7158.13333333,9106,8
104972,5,best_r_change,3,2,0.931648439584,7175,9051,8
104986,5,best_r_change,2,3,0.933460969399,6985.66666667,8954,8
104987,5,best_r_change,3,2,0.930191357025,7329,9203,7
104993,5,best_r_change,2,3,0.932509786367,7086,9024,8
104994,5,best_r_change,3,2,0.93148179896,7194,9110,8
104997,5,best_r_change,2,3,0.932130759292,7126.06666667,9066,8
104998,5,best_r_change,3,2,0.932093944647,7130,9027,8
105017,5,best_r_change,2,3,0.931894201256,7152.26666667,9103,7
105018,5,best_r_change,3,2,0.931944999905,7147,9066,8
105030,5,best_r_change,2,3,0.932345679012,7105.73333333,9055,8
105031,5,best_r_change,3,2,0.931182222391,7228,9145,8
105033,5,best_r_change,2,3,0.931598640427,7184.4,9125,8
105034,5,best_r_change,3,2,0.931555496315,7189,9095,7
105070,5,best_r_change,2,3,0.932261666825,7117.26666667,9076,8
105072,5,best_r_change,3,2,0.931370869499,7211,9122,7
105079,5,best_r_change,2,3,0.931919159236,7153.86666667,9106,8
105080,5,best_r_change,3,2,0.930624286258,7290,9156,8
105081,5,best_r_change,2,3,0.931421792078,7206.26666667,9168,8
105082,5,best_r_change,3,2,0.932091128833,7136,9050,8
105087,5,best_r_change,2,3,0.931997931872,7146.13333333,9090,8
105088,5,best_r_change,3,2,0.932704019488,7072,9010,8
105096,5,best_r_change,2,3,0.932659663546,7077.2,9031,8
105097,5,best_r_change,3,2,0.931834400601,7164,9101,8
105099,5,best_r_change,2,3,0.932390095688,7105.73333333,9062,8
105100,5,best_r_change,3,2,0.932197906755,7126,9041,8
105103,5,best_r_change,2,3,0.931434243869,7206.46666667,9143,8
105104,5,best_r_change,3,2,0.932219515908,7124,9069,8
105123,5,best_r_change,2,3,0.932113809537,7136.4,9094,8
105124,5,best_r_change,3,2,0.930691373996,7286,9195,8
105139,5,best_r_change,2,3,0.931724035166,7178.46666667,9129,8
105140,5,best_r_change,3,2,0.93160547841,7191,9117,7
105153,5,best_r_change,2,3,0.932799508018,7066.33333333,9024,8
105154,5,best_r_change,3,2,0.931681153356,7184,9070,8
105168,5,best_r_change,2,3,0.932185328871,7131.93333333,9094,8
105169,5,best_r_change,3,2,0.931804999572,7172,9070,8
105193,5,best_r_change,2,3,0.932963853742,7051.73333333,8998,8
105194,5,best_r_change,3,2,0.930994163165,7259,9168,8
105202,5,best_r_change,2,3,0.931567840916,7199.2,9159,8
105203,5,best_r_change,3,2,0.931865060882,7168,9065,8
105205,5,best_r_change,2,3,0.933106474661,7037.53333333,8998,8
105207,5,best_r_change,3,2,0.93155398405,7201,9057,8
105213,5,best_r_change,2,3,0.931625686306,7193.86666667,9154,8
105214,5,best_r_change,3,2,0.930484536278,7314,9212,8
105225,5,best_r_change,2,3,0.933197750851,7029.26666667,8991,8
105226,5,best_r_change,3,2,0.931043658411,7256,9165,8
105229,5,best_r_change,2,3,0.93068007235,7294.46666667,9251,8
105230,5,best_r_change,3,2,0.932965884254,7054,8974,8
105241,5,best_r_change,2,3,0.931554558901,7203.26666667,9170,8
105242,5,best_r_change,3,2,0.931700271755,7188,9088,8
105244,5,best_r_change,2,3,0.933186373253,7031.73333333,8992,8
105245,5,best_r_change,3,2,0.930628533422,7301,9196,8
105264,5,best_r_change,2,3,0.932377007651,7118.26666667,9067,7
105265,5,best_r_change,3,2,0.931591697145,7201,9124,8
105267,5,best_r_change,2,3,0.932615792857,7093.33333333,9053,8
105268,5,best_r_change,3,2,0.931071170726,7256,9156,8
105284,5,best_r_change,2,3,0.932914149665,7063.06666667,9011,8
105285,5,best_r_change,3,2,0.930958826044,7269,9191,8
105287,5,best_r_change,2,3,0.931963110356,7163.4,9126,8
105288,5,best_r_change,3,2,0.931673125142,7194,9101,7
105304,5,best_r_change,2,3,0.931787333181,7183.06666667,9135,8
105305,5,best_r_change,3,2,0.932130478135,7147,9069,8
105350,5,best_r_change,2,3,0.931693719348,7196.06666667,9151,8
105351,5,best_r_change,3,2,0.931571603497,7209,9143,8
105372,5,best_r_change,2,3,0.931890192208,7176.86666667,9147,8
105373,5,best_r_change,3,2,0.931557419832,7212,9120,8
105402,5,best_r_change,2,3,0.932491477075,7115.53333333,9077,8
105403,5,best_r_change,3,2,0.931842547176,7184,9100,8
105408,5,best_r_change,2,3,0.932296726371,7136.46666667,9108,9
105409,5,best_r_change,3,2,0.931220294282,7250,9181,8
105414,5,best_r_change,2,3,0.931888869916,7179.86666667,9139,7
105415,5,best_r_change,3,2,0.93148033961,7223,9169,8
105433,5,best_r_change,2,3,0.931669085264,7204.33333333,9160,8
105434,5,best_r_change,3,2,0.932042794544,7165,9070,8
105435,5,best_r_change,2,3,0.931858174863,7184.53333333,9155,8
105436,5,best_r_change,3,2,0.931645737699,7207,9161,8
105448,5,best_r_change,2,3,0.932820600359,7083.93333333,9060,8
105449,5,best_r_change,3,2,0.930848087701,7292,9156,8
105451,5,best_r_change,2,3,0.931680116832,7204.4,9180,8
105452,5,best_r_change,3,2,0.931627659978,7210,9093,8
105458,5,best_r_change,2,3,0.93173206395,7199.4,9144,8
105459,5,best_r_change,3,2,0.930873609649,7290,9173,8
105462,5,best_r_change,2,3,0.932158818658,7154.66666667,9121,8
105463,5,best_r_change,3,2,0.929994405621,7383,9252,8
105473,5,best_r_change,2,3,0.931267717805,7249.4,9226,8
105474,5,best_r_change,3,2,0.931537630127,7221,9128,8
105486,5,best_r_change,2,3,0.931557426262,7219.73333333,9169,8
105487,5,best_r_change,3,2,0.931982139979,7175,9113,8
105495,5,best_r_change,2,3,0.932258400872,7146.4,9106,8
105496,5,best_r_change,3,2,0.932566163646,7114,9015,8
105533,5,best_r_change,2,3,0.932148237992,7160.6,9117,7
105534,5,best_r_change,3,2,0.931235431235,7257,9197,8
105537,5,best_r_change,2,3,0.932108486439,7165.06666667,9136,8
105538,5,best_r_change,3,2,0.931446493206,7235,9183,8
105540,5,best_r_change,2,3,0.932349819973,7139.8,9087,8
105541,5,best_r_change,3,2,0.932879165443,7084,9028,8
105553,5,best_r_change,2,3,0.932451627776,7129.93333333,9091,8
105554,5,best_r_change,3,2,0.930850559903,7299,9236,8
105562,5,best_r_change,2,3,0.931322508731,7249.73333333,9212,8
105563,5,best_r_change,3,2,0.930913293484,7293,9187,8
105567,5,best_r_change,2,3,0.931685090985,7211.8,9187,8
105568,5,best_r_change,3,2,0.931968020612,7182,9115,8
105569,5,best_r_change,2,3,0.93226799534,7150.4,9126,8
105570,5,best_r_change,3,2,0.930861040068,7299,9207,8
105571,5,best_r_change,2,3,0.931711675871,7209.26666667,9171,8
105572,5,best_r_change,3,2,0.931449626795,7237,9135,8
105579,5,best_r_change,2,3,0.931541941737,7227.73333333,9186,8
105580,5,best_r_change,3,2,0.932222011745,7156,9107,8
105589,5,best_r_change,2,3,0.931472028336,7235.8,9205,8
105590,5,best_r_change,3,2,0.932597783881,7117,9032,8
105609,5,best_r_change,2,3,0.932635791773,7114.26666667,9074,8
105610,5,best_r_change,3,2,0.932250733832,7155,9076,8
105630,5,best_r_change,2,3,0.933174287608,7058.8,9034,8
105631,5,best_r_change,3,2,0.931450047808,7241,9160,8
105636,5,best_r_change,2,3,0.932342509498,7147.06666667,9099,8
105637,5,best_r_change,3,2,0.931169949923,7271,9223,7
105640,5,best_r_change,2,3,0.932638520762,7116.06666667,9077,8
105641,5,best_r_change,3,2,0.932422070976,7139,9057,8
105646,5,best_r_change,2,3,0.931751951486,7210.13333333,9176,8
105647,5,best_r_change,3,2,0.930712656299,7320,9280,8
105655,5,best_r_change,2,3,0.932302304671,7152.6,9108,8
105656,5,best_r_change,3,2,0.931740743545,7212,9150,8
105660,5,best_r_change,2,3,0.932696069153,7111.33333333,9069,8
105661,5,best_r_change,3,2,0.93203736478,7181,9102,8
105662,5,best_r_change,2,3,0.93135406611,7253.26666667,9212,8
105663,5,best_r_change,3,2,0.931480272186,7240,9162,8
105673,5,best_r_change,2,3,0.932487327258,7134.26666667,9109,8
105674,5,best_r_change,3,2,0.931392774003,7250,9148,8
105679,5,best_r_change,2,3,0.932463403325,7137.2,9108,8
105680,5,best_r_change,3,2,0.93251324754,7132,9073,8
105689,5,best_r_change,2,3,0.931461804603,7243.73333333,9216,8
105690,5,best_r_change,3,2,0.931904626739,7197,9133,8
105707,5,best_r_change,2,3,0.933816429691,6996.06666667,8969,8
105708,5,best_r_change,3,2,0.932445983275,7141,9070,8
105726,5,best_r_change,2,3,0.933040122581,7079.4,9043,8
105727,5,best_r_change,3,2,0.931521749411,7240,9150,8
105730,5,best_r_change,2,3,0.932070367918,7182.2,9154,8
105731,5,best_r_change,3,2,0.932687669652,7117,9067,8
105745,5,best_r_change,2,3,0.932192223431,7170.33333333,9113,8
105746,5,best_r_change,3,2,0.930768066877,7321,9232,8
105756,5,best_r_change,2,3,0.931500813193,7244.2,9214,8
105758,5,best_r_change,3,2,0.931390533104,7256,9158,8
105762,5,best_r_change,2,3,0.931454271541,7249.53333333,9213,8
105763,5,best_r_change,3,2,0.931554513393,7239,9130,8
105765,5,best_r_change,2,3,0.932408011472,7148.86666667,9119,8
105766,5,best_r_change,3,2,0.931981922357,7194,9149,8
105772,5,best_r_change,2,3,0.932345044057,7156,9117,8
105773,5,best_r_change,3,2,0.930653380352,7335,9228,8
105774,5,best_r_change,2,3,0.932779321951,7110.2,9075,8
105775,5,best_r_change,3,2,0.931373197826,7259,9162,7
105777,5,best_r_change,2,3,0.932508957524,7139,9106,8
105778,5,best_r_change,3,2,0.93109153132,7289,9258,8
105783,5,best_r_change,2,3,0.932167424507,7175.53333333,9140,8
105784,5,best_r_change,3,2,0.932012402632,7192,9142,8
105789,5,best_r_change,2,3,0.932189547117,7173.6,9130,8
105792,5,best_r_change,3,2,0.932130973987,7180,9064,8
105795,5,best_r_change,2,3,0.932499645541,7141.2,9106,7
105796,5,best_r_change,3,2,0.931764906046,7219,9143,8
105800,5,best_r_change,2,3,0.932034656585,7190.73333333,9158,8
105801,5,best_r_change,3,2,0.931276641998,7271,9198,8
105805,5,best_r_change,2,3,0.932264700786,7166.73333333,9148,8
105806,5,best_r_change,3,2,0.931175925751,7282,9184,8
105822,5,best_r_change,2,3,0.931926568514,7203.66666667,9179,8
105823,5,best_r_change,3,2,0.931479924024,7251,9180,8
105826,5,best_r_change,2,3,0.931701724214,7227.73333333,9197,8
105827,5,best_r_change,3,2,0.930471429786,7358,9287,8
105856,5,best_r_change,2,3,0.932211683797,7175.8,9146,8
105857,5,best_r_change,3,2,0.932682770152,7126,9039,8
105868,5,best_r_change,2,3,0.932230702384,7174.6,9152,8
105869,5,best_r_change,3,2,0.932085879719,7190,9072,8
105870,5,best_r_change,2,3,0.932148232109,7183.46666667,9144,8
105871,5,best_r_change,3,2,0.931284298816,7275,9187,8
105878,5,best_r_change,2,3,0.932624341223,7133.6,9119,8
105879,5,best_r_change,3,2,0.932649533902,7131,9041,8
105883,5,best_r_change,2,3,0.931413604324,7262.13333333,9229,8
105884,5,best_r_change,3,2,0.931821616108,7219,9166,8
105898,5,best_r_change,2,3,0.931969127525,7204.33333333,9174,8
105899,5,best_r_change,3,2,0.93202013239,7199,9111,8
105902,5,best_r_change,2,3,0.93234373918,7164.93333333,9128,8
105903,5,best_r_change,3,2,0.933306894045,7063,9001,8
105912,5,best_r_change,2,3,0.93354482967,7038.4,9002,8
105914,5,best_r_change,3,2,0.931878694035,7215,9127,8
105921,5,best_r_change,2,3,0.932660504842,7132.66666667,9102,8
105922,5,best_r_change,3,2,0.932119861785,7190,9143,8
105927,5,best_r_change,2,3,0.93284242922,7113.8,9083,8
105928,5,best_r_change,3,2,0.931878256929,7216,9137,8
105931,5,best_r_change,2,3,0.931990950084,7204.26666667,9163,8
105932,5,best_r_change,3,2,0.931220027942,7286,9223,7
105935,5,best_r_change,2,3,0.932125674549,7190.26666667,9151,8
105936,5,best_r_change,3,2,0.932176030811,7185,9138,7
105944,5,best_r_change,2,3,0.930865362833,7324.4,9289,8
105945,5,best_r_change,3,2,0.931190712162,7290,9207,8
105960,5,best_r_change,2,3,0.932992324147,7100.13333333,9067,8
105961,5,best_r_change,3,2,0.930615981352,7352,9274,8
105966,5,best_r_change,2,3,0.93186242128,7220.26666667,9195,8
105967,5,best_r_change,3,2,0.93330942652,7067,9024,8
105970,5,best_r_change,2,3,0.932740083671,7127.53333333,9100,8
105971,5,best_r_change,3,2,0.931226467618,7288,9208,8
105972,5,best_r_change,2,3,0.931239698537,7286.66666667,9263,8
105974,5,best_r_change,3,2,0.931549247929,7254,9149,8
105976,5,best_r_change,2,3,0.932837623613,7117.6,9078,8
105977,5,best_r_change,3,2,0.931211489285,7290,9221,8
105978,5,best_r_change,2,3,0.933004963294,7100,9080,8
105979,5,best_r_change,3,2,0.930542843394,7361,9255,8
105982,5,best_r_change,2,3,0.931647512471,7244.13333333,9200,7
105983,5,best_r_change,3,2,0.931356915732,7275,9218,8
105985,5,best_r_change,2,3,0.932704313503,7132.33333333,9094,8
105986,5,best_r_change,3,2,0.931707961429,7238,9181,8
105987,5,best_r_change,2,3,0.932725082636,7130.26666667,9093,8
105988,5,best_r_change,3,2,0.932020606106,7205,9140,8
105996,5,best_r_change,2,3,0.932775450646,7125.53333333,9096,8
105997,5,best_r_change,3,2,0.932771682217,7126,9076,8
106018,5,best_r_change,2,3,0.931801517981,7230.26666667,9212,8
106019,5,best_r_change,3,2,0.932474367802,7159,9072,8
106021,5,best_r_change,2,3,0.93244860295,7161.86666667,9117,8
106022,5,best_r_change,3,2,0.932796966667,7125,9065,8
106025,5,best_r_change,2,3,0.931936807357,7216.4,9198,8
106026,5,best_r_change,3,2,0.93222417143,7186,9093,8
106036,5,best_r_change,2,3,0.932572585411,7149.73333333,9112,8
106037,5,best_r_change,3,2,0.932184048964,7191,9117,7
106047,5,best_r_change,2,3,0.931967901025,7214.6,9193,8
106049,5,best_r_change,3,2,0.932587766033,7149,9060,8
106060,5,best_r_change,2,3,0.931649380854,7249.26666667,9228,8
106061,5,best_r_change,3,2,0.93201082396,7211,9126,8
106065,5,best_r_change,2,3,0.931641289147,7250.46666667,9220,8
106066,5,best_r_change,3,2,0.933201968586,7085,9010,8
106074,5,best_r_change,2,3,0.932716782623,7137,9111,7
106075,5,best_r_change,3,2,0.93303794485,7103,9032,8
106078,5,best_r_change,2,3,0.932340981793,7177.13333333,9149,8
106079,5,best_r_change,3,2,0.931645283232,7251,9186,8
106081,5,best_r_change,2,3,0.932659005854,7143.6,9114,8
106083,5,best_r_change,3,2,0.933090127542,7098,9036,8
106093,5,best_r_change,2,3,0.93298269757,7110.06666667,9086,8
106094,5,best_r_change,3,2,0.931457009821,7272,9209,8
106107,5,best_r_change,2,3,0.932496442271,7162.6,9150,8
106108,5,best_r_change,3,2,0.932314245863,7182,9126,8
106113,5,best_r_change,2,3,0.931288971819,7291.13333333,9268,8
106114,5,best_r_change,3,2,0.93105528017,7316,9257,8
106124,5,best_r_change,2,3,0.93230937394,7183.6,9155,8
106126,5,best_r_change,3,2,0.93166613271,7252,9162,8
106128,5,best_r_change,2,3,0.932452635811,7168.66666667,9143,8
106129,5,best_r_change,3,2,0.931988429176,7218,9200,8
